Sample,SampleType,Easting,Northing,Ag,As,Au,Be,Bi,Cd,Ce,Co,Cs,Ga,Ge,Hf,Hg,In,La,Lu,Mo,Nb,Pb,Pd,Pt,Rb,Sb,Sc,Se,Sn,Ta,Tb,Te,Th,Tl,U,W,Y,Yb,Al,B,Ba,Ca,Cr,Cu,Fe,K,Li,Mg,Mn,Na,Ni,P,S,Sr,Ti,V,Zn,Zr,Analytical_method
560498,A,282879,438887,0.05,4.2,0.05,0.3,0.07,0.16,11.8,15.8,0.54,6.1,0.05,0.2,0.1,0.01,5.1,0.05,0.58,0.81,16.9,0.25,0.05,6.3,0.22,3.7,0.5,1,0.025,0.18,0.08,1.5,0.05,0.39,0.05,4.18,0.4,1.9,10,37,0.2,56,22.3,3.07,0.09,10,0.66,487,0.03,56,430,0.09,32.8,0.08,75,54,4.2,ICM12B
560499,A,297735,439124,0.03,5,0.05,0.3,0.09,0.31,15.9,15.1,0.56,6.2,0.05,0.15,0.1,0.03,7.6,0.1,0.33,0.87,19.2,0.25,0.05,5.2,0.58,7,0.5,1.2,0.025,0.27,0.025,1.9,0.1,1.19,0.05,8.19,0.7,2.29,5,80,0.93,50,61.4,2.89,0.08,9,0.58,417,0.06,48.4,990,0.09,52.4,0.06,70,53,5.2,ICM12B
560500,A,327399,375120,0.14,5.1,0.05,0.1,0.26,0.8,2.53,3.2,0.06,2.9,0.1,0.36,0.2,0.05,1.3,0.02,0.77,0.36,125,0.25,0.05,0.8,1.43,2,2,2.6,0.14,0.06,0.025,0.5,0.08,0.22,0.2,1.6,0.1,0.6,5,20,0.3,16,19,0.65,0.04,0.5,0.12,49,0.02,12.7,740,0.34,18.9,0.03,23,65,2.9,ICM12B
560501,A,282667,432216,0.06,10.3,0.05,0.4,0.13,0.34,19.3,17.3,0.66,5.6,0.05,0.15,0.15,0.03,8.8,0.16,1.02,0.89,33.2,0.25,0.05,5.7,0.7,8.7,1,1.5,0.025,0.41,0.05,1.9,0.11,0.96,0.05,11.8,1,2.07,5,76,1.19,70,75.5,3.22,0.09,8,0.63,418,0.03,75.1,930,0.23,72.9,0.05,81,67,7.4,ICM12B
560504,A,289629,415185,0.05,1.7,0.05,0.4,0.12,0.29,12.5,32.2,0.53,9.9,0.05,0.15,0.11,0.04,4.5,0.14,0.36,0.64,17.4,0.25,0.05,5.8,0.25,11,0.5,1.6,0.025,0.31,0.025,1.2,0.07,0.62,0.05,8.76,0.8,4.04,5,78,0.74,112,53.3,5.09,0.08,9,1.02,1130,0.03,115,870,0.12,51,0.11,130,81,9.8,ICM12B
560505,A,285160,439337,0.06,4.6,0.05,0.3,0.07,0.16,15.1,15,0.61,5.8,0.05,0.025,0.06,0.02,6.9,0.09,0.45,0.54,22.4,0.25,0.05,6.7,0.29,6.1,0.5,1.5,0.025,0.25,0.025,1.5,0.07,0.63,0.05,6.51,0.5,2.05,5,50,0.36,56,37.5,2.87,0.11,11,0.51,488,0.03,53.9,630,0.05,47.4,0.07,73,68,3.6,ICM12B
560506,A,293898,413781,0.04,1.5,0.05,0.4,0.05,0.26,14.1,32.1,0.35,8.4,0.05,0.16,0.06,0.04,6.1,0.24,0.31,0.51,9.3,0.25,0.05,4.1,0.14,16,0.5,0.9,0.025,0.5,0.025,1.4,0.07,0.58,0.05,15.2,1.5,3.76,5,94,0.73,93,58.7,5.29,0.12,7,1.08,1360,0.04,98.6,1060,0.07,99,0.1,118,78,9.9,ICM12B
560507,A,300522,442602,0.07,2.9,0.05,0.4,0.08,0.35,11,47.3,0.43,13.7,0.05,0.18,0.1,0.06,3.9,0.16,0.36,0.8,31.9,0.25,0.05,4.1,0.31,17.1,0.5,1.4,0.025,0.31,0.025,1.3,0.07,0.91,0.05,9.63,1,4.62,5,99,0.45,150,99.6,7.52,0.05,9,1.1,1300,0.02,145,990,0.09,34.3,0.17,201,127,13.9,ICM12B
560508,A,298689,444304,0.07,6,0.05,0.3,0.11,0.49,13.7,23.3,0.73,10,0.05,0.09,0.15,0.03,6.6,0.1,0.51,1.13,18.3,0.25,0.05,5.7,0.34,7.7,0.5,1.5,0.025,0.27,0.025,1.1,0.11,1.51,0.05,7.39,0.6,3.66,5,75,0.47,82,64.2,4.28,0.07,13,0.91,547,0.02,92.6,1390,0.12,38,0.09,110,88,6.6,ICM12B
560509,A,302858,414147,0.06,4.8,0.05,0.4,0.09,0.2,13.4,22.6,0.74,8.6,0.05,0.09,0.07,0.04,6.3,0.09,0.49,1.03,16.9,0.25,0.05,8.7,0.29,9.4,0.5,1.1,0.025,0.23,0.06,2.1,0.11,0.98,0.05,6.58,0.6,2.62,5,86,0.37,86,36.3,4.44,0.12,11,0.36,853,0.02,43.5,770,0.07,31.2,0.08,125,65,6.9,ICM12B
560510,A,289361,437314,0.04,6,0.05,0.5,0.1,0.23,24.6,14.4,1.04,5.5,0.05,0.025,0.06,0.02,11,0.12,0.53,0.8,18.7,0.25,0.05,15.7,0.25,7,0.5,1.1,0.025,0.35,0.06,2.7,0.12,1.14,0.05,8.47,0.7,1.79,5,87,0.29,47,38.9,3.08,0.16,15,0.35,639,0.03,31.6,1080,0.07,29.3,0.03,71,70,3.7,ICM12B
560511,A,284388,432671,0.19,3.4,0.05,0.4,0.09,0.19,17.6,24.7,0.68,7.2,0.05,0.05,0.21,0.03,7.4,0.14,0.75,0.49,98.8,0.25,0.05,10.3,0.77,8.6,0.5,2.5,0.025,0.36,0.025,1.3,0.1,0.46,0.05,9.89,0.9,2.97,5,99,0.42,76,50.7,4.19,0.1,9,0.94,984,0.04,85.5,1200,0.06,57.5,0.07,94,96,4.1,ICM12B
560512,A,296278,434262,0.08,5.8,0.05,0.4,0.09,0.38,13.9,27.2,0.87,10.7,0.05,0.025,0.11,0.04,6.5,0.14,0.69,0.57,19.4,0.25,0.05,7.9,0.38,9.4,0.5,1.5,0.025,0.31,0.025,1,0.13,1.56,0.05,9.78,0.9,4.21,5,90,0.46,94,90.4,4.67,0.09,13,0.97,1140,0.03,108,1770,0.1,41.6,0.06,118,113,3.6,ICM12B
560513,A,283723,429664,0.07,3.7,0.05,0.4,0.11,0.17,16.2,25,0.94,8.6,0.05,0.05,0.09,0.04,7,0.11,0.61,0.77,36.8,0.25,0.05,11.3,0.45,9.7,0.5,2.5,0.025,0.28,0.025,1.9,0.11,0.76,0.05,7.51,0.6,3.1,5,76,0.25,90,45.9,4.47,0.14,13,0.67,678,0.02,72.8,660,0.07,19.1,0.06,111,89,4.7,ICM12B
560514,A,286590,434452,0.06,4.7,0.05,0.5,0.1,0.4,20.9,23.8,0.61,7.8,0.05,0.14,0.2,0.04,9.5,0.18,0.68,0.74,27.5,0.25,0.05,5.9,0.32,13.1,0.5,2.5,0.025,0.45,0.025,2.4,0.1,1.23,0.1,12.8,1.1,2.78,5,102,0.71,96,45.9,4.46,0.09,12,0.54,758,0.04,64.9,1030,0.06,66.5,0.09,123,74,8.6,ICM12B
560515,A,303543,415274,0.08,2.9,0.05,0.3,0.11,0.36,11.6,39.9,0.27,12.4,0.05,0.09,0.12,0.05,4.9,0.19,0.51,0.94,20,0.25,0.05,3.7,0.31,13.4,0.5,1.5,0.025,0.39,0.05,0.6,0.06,0.89,0.05,12.5,1.2,5.58,5,93,0.71,118,110,6.59,0.12,7,1.62,1390,0.03,137,1600,0.14,79.3,0.12,158,117,8.3,ICM12B
560516,A,295484,417303,0.15,0.6,0.05,0.3,0.16,0.35,7.96,16.7,0.24,6.3,0.05,0.13,0.3,0.03,3.6,0.11,0.33,0.55,18.1,0.25,0.05,2,0.24,7,0.5,1.5,0.025,0.23,0.025,0.5,0.03,0.76,0.05,6.96,0.6,2.83,5,55,1.43,64,55.8,2.06,0.06,5,0.69,186,0.03,85.9,2160,0.2,60.6,0.07,75,89,6.4,ICM12B
560517,A,291671,417793,0.04,3.2,0.05,0.3,0.1,0.27,13.5,17.6,0.83,9.3,0.05,0.08,0.08,0.04,6.5,0.11,0.38,0.75,20.9,0.25,0.05,8.1,0.38,9.7,0.5,1.5,0.025,0.26,0.025,1.5,0.1,0.9,0.05,7.63,0.7,3.17,5,82,0.68,89,63,2.9,0.12,8,0.8,453,0.02,67.7,1080,0.08,59.2,0.08,95,65,4.9,ICM12B
560518,A,293760,415316,0.07,3.2,0.05,0.4,0.09,0.32,15.8,23.5,0.71,8.3,0.05,0.09,0.11,0.04,7.3,0.18,0.39,0.76,20.6,0.25,0.05,5.5,0.34,11.5,0.5,3.5,0.025,0.44,0.025,1.5,0.09,0.8,0.05,13,1.1,3.18,5,91,0.45,81,99.3,3.41,0.07,10,0.72,424,0.02,79.8,720,0.09,39.8,0.09,102,72,5.9,ICM12B
560519,A,299526,443705,0.04,6.5,0.05,0.4,0.1,0.19,20.6,9.5,1.08,6.1,0.05,0.025,0.07,0.03,9.4,0.08,0.42,0.8,19.2,0.25,0.05,11.2,0.47,4.8,0.5,1.1,0.025,0.28,0.025,2,0.14,0.95,0.05,6.22,0.5,1.75,5,55,0.25,41,33.5,2.74,0.14,16,0.34,264,0.03,30.1,810,0.06,26.9,0.03,60,66,2.5,ICM12B
560520,A,288301,434665,0.05,4.6,0.05,0.4,0.08,0.33,18.9,24.2,0.5,8.4,0.05,0.09,0.08,0.04,8.3,0.16,0.45,0.89,15.2,0.25,0.05,4.4,0.29,11.7,0.5,1.2,0.025,0.4,0.025,1.7,0.1,1.52,0.05,11.3,1,3.34,5,97,0.69,92,49,4.21,0.1,10,0.74,520,0.03,85.5,1030,0.07,45.3,0.1,120,71,6.3,ICM12B
560521,A,288248,436562,0.12,5,0.05,0.4,0.09,0.36,14.3,15.4,0.9,9.1,0.05,0.06,0.08,0.03,6.7,0.08,0.47,1.16,15.4,0.25,0.05,7.6,0.27,6.7,0.5,1.2,0.025,0.24,0.025,1.2,0.11,1.26,0.05,6.58,0.6,3.04,5,61,0.47,72,50.8,3.72,0.08,14,0.57,373,0.02,61,1100,0.09,23.4,0.07,104,77,4.4,ICM12B
560522,A,286613,436750,0.09,5.9,0.05,0.6,0.12,0.25,17,14.9,1.03,8.3,0.05,0.06,0.09,0.03,7.9,0.1,0.9,0.85,37.5,0.25,0.05,6.1,0.62,7.3,0.5,5.2,0.025,0.31,0.025,1.6,0.13,1,0.05,7.65,0.6,2.66,5,73,0.42,72,51.4,3.74,0.07,16,0.38,395,0.02,52.5,800,0.1,26,0.05,109,82,4.3,ICM12B
560523,A,296880,418455,0.08,5.1,0.05,0.4,0.07,0.42,13.6,23.3,0.17,7.5,0.05,0.28,0.2,0.04,6.3,0.33,0.55,0.61,15.6,0.25,0.05,1.6,0.22,16.7,1,0.8,0.025,0.68,0.025,0.8,0.07,0.93,0.1,23.7,2,3.08,5,75,1,110,65.1,4.73,0.05,7,0.66,642,0.05,88.9,1250,0.24,65.5,0.05,152,69,12.6,ICM12B
560524,A,289279,435664,0.05,4.8,0.05,0.3,0.08,0.41,12.4,26.4,0.57,9.9,0.05,0.07,0.09,0.04,5,0.11,0.55,0.93,17.5,0.25,0.05,5.1,0.4,8.2,0.5,1.1,0.025,0.28,0.025,0.8,0.08,1.12,0.05,7.8,0.7,4.06,5,91,0.41,87,62.6,4.48,0.06,11,1.05,805,0.02,107,1320,0.1,41.3,0.08,111,91,5.6,ICM12B
560525,A,293705,411204,0.04,1,0.05,0.3,0.07,0.21,10.7,28,0.37,8.7,0.05,0.12,0.07,0.04,4.4,0.14,0.29,0.75,12.4,0.25,0.05,3.9,0.23,9.8,0.5,1,0.025,0.33,0.025,0.8,0.06,0.62,0.05,9.74,1,4.15,5,94,0.84,57,71.1,4.14,0.14,6,1.36,688,0.04,92.8,900,0.1,130,0.1,90,66,8.2,ICM12B
560526,A,300611,416330,0.05,2.7,0.05,0.05,0.24,0.37,0.83,0.6,0.025,0.6,0.05,0.14,0.13,0.03,0.4,0.005,0.34,0.12,53.2,0.25,0.05,0.3,0.93,0.7,0.5,1.5,0.12,0.01,0.025,0.1,0.01,0.08,0.05,0.4,0.05,0.1,5,7,0.14,2,5.8,0.13,0.03,0.5,0.12,7,0.04,3.3,540,0.3,21.7,0.005,4,25,0.8,ICM12B
560527,A,281500,431500,0.05,4.9,0.05,0.5,0.1,0.37,18.3,18.9,0.94,7.4,0.05,0.08,0.08,0.04,8.8,0.11,0.54,0.79,21.6,0.25,0.05,9.2,0.38,7.7,0.5,1.1,0.025,0.3,0.025,1.7,0.11,1.1,0.05,8.15,0.7,2.55,5,73,0.64,78,43.1,4.1,0.1,14,0.57,717,0.03,58.7,1150,0.09,35.5,0.05,102,72,4.9,ICM12B
560528,A,300441,444128,0.06,4.9,0.05,0.5,0.07,0.35,20.6,22.7,0.56,7.6,0.05,0.14,0.06,0.03,9,0.17,0.45,0.95,16.4,0.25,0.05,5.7,0.35,11.4,0.5,1.1,0.025,0.46,0.025,2,0.09,1.1,0.05,12.6,1.1,2.55,5,87,0.49,82,58.5,4.75,0.13,11,0.55,676,0.04,67.4,1250,0.06,40.9,0.09,107,90,9,ICM12B
560529,A,294157,416609,0.03,2.3,0.05,0.4,0.06,0.29,12.1,32.9,0.58,8.7,0.05,0.16,0.07,0.04,4.7,0.14,0.35,0.62,13.9,0.25,0.05,4.5,0.22,10.9,0.5,4.5,0.025,0.33,0.025,1.2,0.08,0.8,0.05,9.27,0.9,3.51,5,92,0.45,107,44.7,5.71,0.05,9,0.68,1330,0.02,86.1,890,0.08,45.9,0.1,138,82,9.5,ICM12B
560531,A,296864,440279,0.06,3.9,0.05,0.5,0.09,0.47,20.2,17.6,0.47,10.4,0.05,0.7,0.09,0.05,7.6,0.2,0.51,3.53,20.1,0.25,0.05,3.1,0.35,13,0.5,1.9,0.025,0.39,0.025,2.6,0.1,1.82,0.05,11.9,1.2,3.32,5,115,0.77,34,64.9,2.74,0.07,8,0.4,250,0.03,31.7,1280,0.17,41.8,0.28,164,92,35.8,ICM12B
560533,A,283540,431748,0.07,2.8,0.05,0.5,0.1,0.2,17.1,13.6,1.15,8.2,0.05,0.07,0.09,0.03,7.8,0.1,0.41,0.87,28.2,0.25,0.05,8.5,0.24,7.9,0.5,1.1,0.025,0.27,0.025,2.2,0.12,0.96,0.05,6.3,0.5,2.45,5,77,0.42,74,21.3,3.75,0.09,15,0.4,274,0.02,43.6,740,0.08,25.4,0.04,95,58,4.8,ICM12B
560535,A,289157,413293,0.05,4.1,0.05,0.3,0.12,0.35,9.78,34.3,0.46,10.1,0.05,0.08,0.13,0.03,4,0.11,0.52,0.55,16.8,0.25,0.05,3,0.36,7.8,0.5,0.9,0.025,0.26,0.025,0.8,0.1,0.86,0.05,7.36,0.7,3.84,5,60,0.56,104,92.7,5.18,0.09,9,1.07,1500,0.03,138,1120,0.14,35.8,0.08,126,89,6.4,ICM12B
560536,A,298567,416198,0.04,3.8,0.05,0.05,0.14,0.4,1.82,5.1,0.06,1.2,0.05,0.05,0.16,0.01,0.9,0.03,0.51,0.27,128,0.25,0.05,0.4,2.26,1.6,2,2,0.025,0.05,0.025,0.2,0.04,0.22,0.1,1.85,0.2,0.36,5,16,0.43,13,15.9,3.14,0.02,0.5,0.05,399,0.01,16.4,850,0.55,17.6,0.01,18,174,3.1,ICM12B
560537,A,283656,439169,0.06,3,0.05,0.3,0.08,0.16,14.2,18.2,0.41,5.6,0.05,0.07,0.06,0.02,6.1,0.12,0.5,0.48,21.9,0.25,0.05,5.4,0.43,7.4,0.5,6.4,0.025,0.31,0.025,1.2,0.06,0.49,0.05,8.21,0.7,2.13,5,53,0.39,65,38.6,2.91,0.08,7,0.78,538,0.04,70.3,430,0.06,60,0.07,74,59,4.2,ICM12B
560538,A,291128,413294,0.06,2.2,0.05,0.5,0.1,0.36,17,16.6,0.66,9.6,0.05,0.11,0.1,0.04,7.5,0.15,0.3,0.67,19.7,0.25,0.05,4,0.35,14.9,0.5,1,0.025,0.45,0.025,1.5,0.1,1.03,0.1,11.5,1,3.47,5,114,0.64,90,40.2,3.36,0.07,8,0.47,466,0.02,64.8,820,0.1,50.5,0.03,102,55,5.6,ICM12B
560539,A,287594,435259,0.06,3.9,0.05,0.5,0.07,0.33,16.9,20.8,0.67,6.8,0.05,0.025,0.06,0.03,7.4,0.13,0.66,0.61,13,0.25,0.05,10,0.24,7.5,0.5,1.3,0.025,0.35,0.025,1,0.08,1.07,0.05,9.88,0.8,2.4,5,101,0.57,69,50.8,3.84,0.14,9,0.69,986,0.02,67.3,2040,0.06,42.4,0.05,93,102,3.5,ICM12B
560540,A,297481,441791,0.05,0.7,0.05,0.4,0.06,0.15,24,24.4,0.56,11.2,0.05,0.8,0.06,0.05,8.9,0.24,0.3,1.61,13.7,0.25,0.05,5.5,0.13,18.7,0.5,1,0.025,0.57,0.025,2.2,0.12,0.68,0.05,15.2,1.5,3.42,5,95,0.49,50,52.2,2.66,0.11,11,0.69,265,0.08,43.1,250,0.07,39.4,0.28,160,73,34.5,ICM12B
560541,A,293120,417586,0.05,2.9,0.05,0.4,0.08,0.3,13.4,23.9,0.74,7.4,0.05,0.05,0.08,0.03,6.3,0.09,0.39,0.63,16.3,0.25,0.05,6.1,0.26,8.1,0.5,1.1,0.025,0.24,0.025,1.6,0.1,0.96,0.05,6.59,0.6,2.59,5,89,0.42,87,61.2,4.4,0.07,10,0.45,645,0.02,48.2,990,0.07,39.6,0.07,109,71,4.7,ICM12B
560542,A,289646,419206,0.04,3.3,0.05,0.5,0.11,0.32,15.6,23,1.13,8.1,0.05,0.07,0.06,0.03,7.2,0.1,0.47,0.66,19.8,0.25,0.05,13.5,0.35,8.6,0.5,1.3,0.025,0.26,0.025,2.2,0.12,0.95,0.05,6.76,0.6,2.86,5,84,0.53,80,45.8,4.77,0.12,12,0.56,769,0.02,54.3,1230,0.1,26.6,0.03,101,86,5.1,ICM12B
560543,A,294500,418637,0.06,3.4,0.05,0.3,0.09,0.58,9.78,19.8,0.2,5.5,0.05,0.1,0.19,0.03,4.5,0.19,0.56,0.44,22.7,0.25,0.05,1.8,0.4,8.1,1,1.6,0.025,0.4,0.025,0.4,0.06,0.8,0.05,13.1,1.2,2.55,5,42,1.24,59,82,3.34,0.08,5,0.47,625,0.03,66.1,1330,0.31,43.5,0.06,84,63,5.2,ICM12B
560544,A,287527,437707,0.04,4.5,0.05,0.4,0.09,0.23,19.3,14.7,0.56,7.5,0.05,0.11,0.08,0.03,9.1,0.19,0.36,0.91,25,0.25,0.05,4.3,0.41,11.4,0.5,1.6,0.025,0.43,0.025,2.1,0.1,1.01,0.05,12.7,1.1,2.33,5,91,0.43,60,38.5,3.52,0.06,11,0.35,521,0.03,38,620,0.06,62.8,0.08,104,61,7.9,ICM12B
560545,A,304152,414826,0.08,5.7,0.05,0.3,0.1,0.38,11,38.2,0.28,11.1,0.05,0.08,0.1,0.04,4.4,0.18,0.56,0.83,26.7,0.25,0.05,3,0.4,10.9,0.5,2.2,0.025,0.37,0.05,0.6,0.07,0.88,0.3,11.7,1.1,5.1,5,92,0.67,104,121,6.36,0.07,7,1.67,1700,0.03,143,2060,0.12,76.3,0.08,145,132,6.5,ICM12B
560546,A,300196,414898,0.06,2,0.05,0.2,0.06,0.22,7.47,31.8,0.22,12,0.05,0.2,0.09,0.05,2.6,0.15,0.33,0.62,11.9,0.25,0.05,2.1,0.16,9.4,0.5,0.8,0.025,0.34,0.025,0.6,0.04,0.44,0.05,9.65,0.9,4.13,5,39,0.5,92,73.5,4.34,0.04,10,0.73,277,0.03,106,1130,0.19,21,0.16,168,96,11.2,ICM12B
560548,A,299540,413782,0.02,0.4,0.05,0.05,0.07,0.21,0.67,0.7,0.025,0.5,0.05,0.15,0.07,0.01,0.3,0.005,0.25,0.12,19.5,0.25,0.05,0.4,0.43,0.6,0.5,0.7,0.11,0.01,0.025,0.3,0.01,0.06,0.05,0.4,0.05,0.11,5,5,0.19,3,4.1,0.11,0.02,0.5,0.15,13,0.03,3.4,270,0.32,23.5,0.005,5,25,0.9,ICM12B
560549,A,296256,436672,0.07,5.6,0.05,0.3,0.11,0.43,12.6,28.9,0.69,10.3,0.05,0.06,0.13,0.04,5.5,0.12,0.62,1.01,19.6,0.25,0.05,8.5,0.46,8.6,0.5,2.2,0.025,0.27,0.025,1.2,0.1,1.26,0.05,8.12,0.8,4.16,5,75,0.62,87,74.9,4.89,0.19,13,1.08,955,0.02,122,1760,0.13,34.1,0.09,110,104,5.5,ICM12B
560550,A,304330,416313,0.06,4.7,0.05,0.4,0.07,0.35,12,41.7,0.25,11.5,0.05,0.2,0.14,0.05,4.6,0.21,0.66,0.74,16.3,0.25,0.05,3,0.51,12.5,0.5,1.4,0.025,0.41,0.025,0.9,0.07,0.96,0.05,13.3,1.2,5.5,5,93,0.61,101,138,6.38,0.04,7,1.97,1480,0.03,158,1970,0.09,111,0.11,137,129,7.3,ICM12B
560551,A,298481,442153,0.06,4.3,0.05,0.4,0.11,0.28,15.3,12.2,0.74,7.6,0.05,0.25,0.11,0.03,7,0.1,0.67,1.18,19.4,0.25,0.05,6.6,0.31,6.4,0.5,1.4,0.025,0.26,0.06,1.3,0.1,1.1,0.05,7.1,0.6,2.26,5,58,0.73,51,81.2,3.15,0.13,11,0.37,316,0.02,36.6,1600,0.16,43.5,0.06,87,117,4.8,ICM12B
560552,A,289670,439723,0.05,2.5,0.05,0.5,0.08,0.23,19,20.1,0.72,9,0.05,0.17,0.08,0.04,8.3,0.18,0.41,1,16.5,0.25,0.05,5.7,0.21,13.3,0.5,0.9,0.025,0.45,0.06,2,0.1,0.62,0.05,12.4,1.1,2.97,5,89,0.42,92,46.3,4.26,0.09,12,0.57,395,0.04,70.8,750,0.09,38.9,0.08,123,82,7.8,ICM12B
560553,A,298178,440594,0.08,8.2,0.05,0.3,0.1,0.34,17.3,12.4,0.77,7.5,0.05,0.17,0.13,0.03,8.1,0.1,0.69,1.4,19.8,0.25,0.05,4.4,0.43,6.4,0.5,0.9,0.025,0.3,0.06,1.5,0.13,1.06,0.05,8.04,0.7,2.29,5,62,0.37,43,57.8,3.18,0.07,13,0.31,173,0.02,35.8,850,0.18,22.3,0.07,93,62,5.8,ICM12B
560554,A,299567,441698,0.05,4.6,0.05,0.5,0.08,0.53,17.2,30.6,0.67,12.2,0.05,0.18,0.1,0.06,7.3,0.18,0.5,1.34,17.6,0.25,0.05,6.2,0.43,17.5,0.5,1.1,0.025,0.43,0.07,2,0.11,1.18,0.05,12.1,1.2,3.62,5,120,0.5,115,64.7,5.77,0.1,11,0.48,1040,0.03,70,1130,0.09,37,0.15,174,90,12.8,ICM12B
560555,A,297779,443448,0.09,4.5,0.05,0.4,0.1,0.25,18.4,14.4,1.04,8.2,0.05,0.08,0.08,0.03,8.2,0.12,0.53,0.95,16.5,0.25,0.05,9.5,0.21,8.8,0.5,1.1,0.025,0.31,0.06,1.7,0.12,0.87,0.05,8.2,0.7,2.63,5,95,0.36,55,43,3.56,0.1,15,0.41,500,0.03,35.1,760,0.07,48.6,0.05,96,73,4,ICM12B
560556,A,292709,416598,0.06,2,0.05,0.3,0.08,0.32,11.7,28.6,0.51,8.8,0.05,0.08,0.09,0.04,4.9,0.14,0.5,0.59,15.3,0.25,0.05,6.1,0.36,8.9,0.5,0.9,0.025,0.3,0.025,0.9,0.07,0.88,0.05,8.27,0.8,3.65,5,83,0.44,94,66.3,4.62,0.13,8,0.86,1280,0.02,103,1190,0.11,27.5,0.08,112,92,5.1,ICM12B
560557,A,303479,413116,0.07,1.7,0.05,0.4,0.06,0.35,12.1,38,0.36,11.5,0.05,0.08,0.09,0.05,4.8,0.2,0.48,0.74,12,0.25,0.05,4,0.19,12.3,0.5,0.9,0.025,0.42,0.025,0.7,0.06,0.9,0.05,13,1.3,5.09,5,111,0.47,117,94.6,6.31,0.09,8,1.36,1580,0.02,146,1520,0.11,61,0.1,154,127,6.3,ICM12B
560558,A,294110,414283,0.05,2.4,0.05,0.5,0.11,0.3,18.1,30.6,0.78,8.6,0.05,0.08,0.12,0.04,6.8,0.18,0.48,0.71,24.1,0.25,0.05,4.8,0.32,11.7,0.5,1.4,0.025,0.43,0.025,1.5,0.13,0.75,0.05,12,1.1,3.25,5,119,0.46,78,37.5,5.53,0.1,10,0.6,2380,0.03,66.2,1140,0.1,35.4,0.05,114,86,5.7,ICM12B
560559,A,295110,413298,0.06,3,0.05,0.3,0.09,0.33,13.5,31.1,0.64,9.4,0.05,0.06,0.18,0.04,5.6,0.15,0.57,0.6,18.1,0.25,0.05,5.2,0.36,9.8,0.5,1.3,0.025,0.36,0.025,1,0.1,0.93,0.05,10.6,1,3.92,5,88,0.4,85,90.4,5.26,0.06,9,0.85,1220,0.03,94.3,1200,0.09,31.9,0.1,122,105,5.2,ICM12B
560561,A,298604,414095,0.07,2.8,0.05,0.4,0.07,0.32,10.7,42.6,0.42,11.3,0.05,0.06,0.1,0.05,4.1,0.15,0.55,0.51,16.1,0.25,0.05,4.8,0.25,13,0.5,1.1,0.025,0.3,0.025,0.9,0.07,0.87,0.05,9.4,0.9,4.22,5,87,0.6,118,78.4,6.35,0.06,10,1.2,1660,0.02,124,1350,0.08,41.2,0.1,165,123,6.5,ICM12B
560562,A,279121,429502,0.05,5.2,0.05,0.3,0.09,0.51,11.7,35,0.21,9.9,0.05,0.11,0.12,0.03,5,0.16,0.55,0.57,18.3,0.25,0.05,1.8,0.34,8.2,0.5,1.2,0.025,0.36,0.025,0.6,0.09,1.09,0.05,10.7,0.9,4.24,5,44,0.53,138,106,5.6,0.04,8,1.67,698,0.04,220,1450,0.15,34.4,0.06,131,78,8.3,ICM12B
560563,A,300790,438704,0.08,3.6,0.05,0.3,0.09,0.27,11.3,16.9,0.58,8.9,0.05,0.05,0.11,0.03,5,0.09,0.52,1.03,18.8,0.25,0.05,4.6,0.38,6.1,0.5,0.9,0.025,0.24,0.025,0.7,0.09,1,0.05,6.58,0.6,3.06,5,59,0.36,60,53,3.71,0.09,10,0.58,401,0.02,55.9,860,0.13,27.3,0.05,86,72,3.8,ICM12B
560564,A,288208,440520,0.005,3.3,0.05,0.05,0.04,0.06,8.64,3.3,0.15,1.1,0.05,0.025,0.03,0.01,4.1,0.04,0.15,0.4,6.6,0.25,0.05,2.5,0.12,0.9,0.5,0.15,0.025,0.12,0.025,0.9,0.02,0.2,0.05,2.82,0.2,0.26,5,12,0.25,10,3.2,0.82,0.05,2,0.21,178,0.02,14,250,0.02,16.5,0.03,20,17,1.2,ICM12B
560565,A,297751,415534,0.05,5.3,0.05,0.3,0.25,0.33,8.87,16.8,0.21,7.8,0.05,0.16,0.22,0.03,4.1,0.15,0.39,0.57,22.3,0.25,0.05,1.1,0.86,10.3,0.5,1.5,0.025,0.35,0.025,0.7,0.07,0.68,0.05,10.5,1,2.7,5,71,0.56,82,72.4,3.48,0.04,4,0.48,297,0.02,65,780,0.17,51.2,0.06,102,51,7,ICM12B
560567,A,301247,413834,0.07,5.5,0.05,0.2,0.12,0.29,6.09,12,0.2,9,0.05,0.22,0.24,0.04,2.1,0.08,0.4,0.62,101,0.25,0.05,2.3,2.17,9.1,2,0.9,0.025,0.21,0.025,0.5,0.04,0.3,0.05,5.42,0.5,2.32,5,28,0.2,96,33.9,8.14,0.07,7,0.28,432,0.01,48.3,570,0.29,12.7,0.1,117,54,10.6,ICM12B
560568,A,299672,439453,0.16,6.8,0.05,0.3,0.1,0.57,13.5,20.5,0.41,7.3,0.05,0.13,0.12,0.03,6.2,0.16,0.49,1.05,20.7,0.25,0.05,3.7,0.47,10.3,0.5,1.5,0.025,0.35,0.025,0.8,0.09,1.2,0.05,10.7,1,2.27,5,76,1.4,74,95.5,3.4,0.06,6,0.52,582,0.02,60.2,1320,0.2,54.6,0.06,99,75,6.7,ICM12B
