SAMPLE_NO,Easting,Northing,Au,Pt,Pd
552412,248850,412560,0.5,0.30,0.25
552413,266810,380280,0.5,0.30,0.25
552414,248850,410700,0.5,0.60,0.25
552415,267100,383700,1.0,0.50,0.50
552417,280580,398270,1.0,0.30,0.25
552418,281300,390750,0.5,0.90,0.25
552420,245000,414030,0.5,0.20,0.25
552421,279920,394390,0.5,0.70,1.20
552424,264220,378110,3.0,1.40,0.50
552427,250500,413950,0.5,0.80,0.60
552428,268150,382130,170.0,0.50,0.25
552429,247230,410150,1.0,0.20,0.25
552430,249300,414120,1.0,1.70,1.50
552431,250600,415800,1.0,0.90,0.80
552433,243330,411670,0.5,0.90,1.20
552434,284400,395190,0.5,0.20,0.25
552435,267100,380120,2.0,0.60,0.25
552436,261090,375800,0.5,0.40,0.25
552437,278090,396680,2.0,0.50,0.25
552438,283080,392300,3.0,0.70,0.25
552439,269100,381700,3.0,0.30,0.25
552440,281450,396030,2.0,0.50,0.25
552442,244530,412780,0.5,0.05,0.25
552443,246510,410780,0.5,0.10,0.25
552444,246200,412310,0.5,0.05,0.25
552446,282640,391700,219.0,0.40,0.25
552448,267580,378890,0.5,0.10,0.25
552449,282190,390780,0.5,1.50,1.10
552450,243700,411550,0.5,0.20,0.25
552451,267370,380810,0.5,0.40,0.25
552453,250950,414520,3.0,0.50,0.25
552454,268420,381320,3.0,0.20,0.25
552455,248500,410940,0.5,0.05,0.25
552456,266600,384400,114.0,0.50,0.25
552458,246580,413560,0.5,0.40,0.25
552459,261200,374810,2.0,0.30,0.25
552460,261300,379780,18.0,1.30,0.70
552461,265980,378120,1.0,0.40,0.50
552462,266690,381650,10.0,0.30,0.25
552463,251710,416350,7.0,1.30,1.40
552464,260790,381700,7.0,0.60,0.25
552465,278030,397480,1.0,0.40,0.60
552466,260600,382420,25.0,0.50,0.25
552467,283100,393330,0.5,0.30,0.60
552469,279900,392410,4.0,0.70,2.20
552470,260390,375260,0.5,0.30,0.25
552471,282830,395300,0.5,0.60,0.25
552472,279260,397550,1.0,0.30,0.25
552473,246920,410320,2.0,0.30,0.25
552474,262700,375850,1.0,0.40,0.25
552477,244300,410450,0.5,0.05,0.25
552480,282650,399610,2.0,0.20,0.25
552481,248350,413250,2.0,0.70,0.70
552482,247830,412200,0.5,0.05,0.25
552483,277900,394090,2.0,0.40,0.60
552485,242980,410640,0.5,0.05,0.25
552487,250700,412360,0.5,1.10,0.25
552488,260600,373790,0.5,0.05,0.25
552489,277740,394830,3.0,0.05,0.25
552490,281520,397320,0.5,0.05,0.25
552491,282060,393160,1.0,0.40,0.25
552492,249100,419050,0.5,0.40,0.25
552493,280630,395330,2.0,0.80,0.25
552494,284750,392100,2.0,0.60,0.50
552495,279050,393830,2.0,0.50,0.25
552497,262880,374590,0.5,0.60,0.80
552498,264900,383240,4.0,0.40,0.25
552499,282300,392350,0.5,0.30,0.25
552500,264890,377410,2.0,0.50,1.10
552501,260400,408060,0.5,0.20,0.25
552502,263130,417390,0.5,0.30,0.25
552503,253300,416450,0.5,0.30,0.25
552504,265430,408680,2.0,0.30,1.90
552505,262570,404920,0.5,0.20,0.25
552506,262480,418690,11.0,0.30,0.25
552507,264500,422000,2.0,0.30,0.25
552508,260500,417280,0.5,0.30,0.80
552509,260600,413720,0.5,0.20,0.70
552510,264710,420900,2.0,1.30,1.40
552511,264350,410920,0.5,0.30,0.60
552512,262090,420390,0.5,0.20,0.25
552513,259540,412410,0.5,0.05,0.25
552514,260060,402050,1.0,0.60,1.10
552515,284150,421410,2.0,0.70,1.60
552516,257020,417690,3.0,1.00,1.00
552518,255150,411910,0.5,0.40,0.25
552519,255920,418260,3.0,1.90,2.50
552520,258500,417320,2.0,0.60,0.25
552521,259100,416700,0.5,0.40,0.25
552522,255400,420700,0.5,0.40,0.25
552523,251900,419500,0.5,0.60,0.25
552524,252520,410520,0.5,0.05,0.25
552525,257150,417910,0.5,1.50,2.10
552526,257320,419500,1.0,0.70,1.10
552527,261320,417700,0.5,0.40,0.25
552528,265790,419380,2.0,0.40,0.25
552529,252300,419470,1.0,0.90,0.80
552530,261000,414590,0.5,0.60,0.25
552531,256630,417350,579.0,1.10,0.25
552533,260600,408680,1.0,0.20,0.25
552534,253610,419000,2.0,0.60,0.25
552535,259250,419850,0.5,1.10,0.70
552536,258920,420800,0.5,0.40,0.25
552538,252950,413110,0.5,0.30,0.25
552539,257990,412790,0.5,0.20,0.25
552540,262380,408860,0.5,0.20,0.25
552541,255820,417080,56.0,1.30,0.25
552542,260240,415100,1.0,0.60,0.25
552543,251220,419600,2.0,0.30,0.25
552545,254100,417720,2.0,0.90,0.25
552546,264030,420000,0.5,0.20,0.25
552547,261580,406470,0.5,0.30,0.25
552548,255300,412600,0.5,0.20,0.25
552549,265010,418120,0.5,0.50,0.25
552550,255900,411990,0.5,0.50,0.25
552551,261690,420570,3.0,0.30,0.25
552552,262850,404580,1.0,0.40,0.25
552554,256430,412100,4.0,0.05,0.25
552556,260100,417570,0.5,0.05,0.25
552558,258990,412660,4.0,0.05,0.25
552559,258400,412260,3.0,0.05,0.25
552560,260220,403700,1.0,0.30,0.25
552561,261890,418170,1.0,0.40,0.25
552563,253810,412120,2.0,0.60,0.25
552564,260050,414580,0.5,0.30,0.25
552565,261120,414090,0.5,0.30,0.25
552566,252280,412300,0.5,0.30,0.25
552567,256350,420300,5.0,0.50,0.25
552568,261980,405820,0.5,0.50,0.25
552569,252950,418540,6.0,0.80,0.25
552570,251700,409900,0.5,0.10,0.25
552571,253630,418580,1.0,0.90,0.25
552572,261480,404360,3.0,0.60,0.25
552573,259150,418580,0.5,0.80,0.25
552574,252200,410220,2.0,0.05,0.25
552576,260310,402910,0.5,1.00,0.25
552577,259080,421700,0.5,0.50,0.25
552579,254090,420080,0.5,0.30,0.25
552580,261500,409800,0.5,0.60,0.25
552581,253900,411700,1.0,0.40,0.25
552582,262410,419610,2.0,0.70,0.25
552583,260900,418770,2.0,0.40,0.25
552584,252620,413390,1.0,0.80,0.25
552585,256280,415350,0.5,1.20,1.40
552586,250940,418650,0.5,0.50,0.25
552588,255320,413460,1.0,0.60,0.25
552589,261200,421390,1.0,0.80,1.20
552590,267500,396950,1.0,1.30,1.40
552591,260390,405980,2.0,0.70,0.25
552592,259700,421250,3.0,0.40,0.25
552593,256160,415680,2.0,1.60,2.30
552594,252920,416950,3.0,1.30,1.40
552595,257710,420950,3.0,0.90,0.25
552598,259550,408810,2.0,0.30,0.25
552599,260900,410750,0.5,0.40,0.25
552600,261400,415610,3.0,0.50,0.25
552601,275850,397570,31.0,0.50,1.70
552602,272640,400070,3.0,0.60,0.70
552603,277400,398190,1.0,0.20,0.25
552604,267540,396210,5.0,1.00,1.50
552605,284840,409720,5.0,0.70,0.25
552606,269890,400330,0.5,0.50,0.25
552607,278990,398790,1.0,0.30,0.25
552608,284720,414820,5.0,1.10,0.25
552609,285210,415130,0.5,4.10,5.90
552611,270760,402490,0.5,0.30,0.25
552612,268410,400600,0.5,2.00,1.20
552613,265080,394180,4.0,0.40,0.25
552614,270590,400920,0.5,0.70,0.90
552615,262690,402020,0.5,0.50,0.50
552616,268030,397510,1.0,2.50,2.80
552617,269110,396630,2.0,0.70,0.80
552618,266100,406780,0.5,0.70,1.70
552619,264320,403990,0.5,0.40,0.25
552620,284300,403920,2.0,0.70,0.25
552621,281490,400550,0.5,0.70,0.60
552623,261600,392410,9.0,0.70,0.25
552624,284640,413600,2.0,1.60,1.20
552625,283680,409320,0.5,0.70,0.25
552626,263760,403990,0.5,0.40,0.25
552627,271800,402220,0.5,0.30,0.25
552628,265500,404280,3.0,0.40,0.25
552629,285590,403200,0.5,0.90,0.25
552630,271050,402750,6.0,1.70,1.40
552631,273050,401610,6.0,0.50,0.25
552632,264540,408000,0.5,0.30,0.25
552633,283110,404740,0.5,1.60,0.25
552634,279700,399800,0.5,0.50,0.25
552635,264460,393690,0.5,0.40,0.25
552636,260850,392210,3.0,0.50,1.00
552637,267900,395890,0.5,0.70,2.00
552638,278150,398700,0.5,0.20,0.25
552639,264620,404090,0.5,0.50,0.70
552640,282850,401000,4.0,0.90,1.10
552641,263700,406800,0.5,0.50,0.25
552642,284190,404400,0.5,1.00,0.70
552643,270200,398890,0.5,0.90,0.50
552644,285820,404230,2.0,1.10,0.70
552645,264000,408650,0.5,0.30,0.25
552646,264050,405330,0.5,0.05,0.25
552647,283270,409290,0.5,2.20,1.40
552648,264870,392510,2.0,0.05,0.60
552649,264400,406150,0.5,0.20,0.25
552650,286360,415220,3.0,1.10,2.70
552651,263200,393200,1.0,0.20,0.80
552652,286020,407200,0.5,0.40,0.25
552653,272100,401910,0.5,0.30,0.25
552654,265400,403200,3.0,0.30,0.25
552655,270910,400090,0.5,1.00,1.90
552656,261830,402690,0.5,0.30,0.25
552658,284580,404730,0.5,1.00,0.80
552659,283940,406450,0.5,0.60,0.60
552660,285350,410480,0.5,0.80,0.90
552661,283550,400250,0.5,0.50,0.25
552662,266100,402780,0.5,0.50,0.60
552663,272600,400900,0.5,0.40,0.25
552664,286050,408500,0.5,0.60,0.25
552666,284920,407950,0.5,1.20,0.25
552667,279230,399190,0.5,0.05,0.25
552670,260410,392310,2.0,0.40,0.25
552671,283260,401230,50.0,1.50,0.50
552672,268900,396300,2.0,0.30,1.30
552673,270480,399500,4.0,0.30,1.00
552674,262480,392920,31.0,0.10,0.25
552677,285280,414110,1.0,1.40,1.50
552679,286460,406420,0.5,0.30,0.25
552680,268010,397000,2.0,1.60,2.00
552682,269720,398510,0.5,0.50,0.50
552683,278840,400620,0.5,0.50,0.25
552684,281410,401210,2.0,1.50,1.40
552685,285630,415080,0.5,0.40,0.25
552687,269380,401080,0.5,0.40,0.25
552688,284830,406950,1.0,0.90,0.70
552689,280890,399390,1.0,0.70,0.80
552690,267200,395800,0.5,0.70,0.25
552691,278310,399790,0.5,0.60,0.50
552692,268800,401780,1.0,0.50,0.90
552693,281900,401320,1.0,0.70,0.80
552694,267080,409850,0.5,0.05,0.25
552695,279450,400890,0.5,0.40,0.25
552696,284390,410300,0.5,0.50,0.25
552697,262750,393080,0.5,0.50,0.25
552698,262060,401780,0.5,0.60,0.50
552699,277000,397960,0.5,0.20,0.25
552700,285270,412040,0.5,0.80,0.25
552701,272450,407350,0.5,0.40,0.25
552702,277590,404090,0.5,4.20,6.20
552703,265150,400720,0.5,0.70,0.70
552705,262900,398930,0.5,0.30,0.25
552706,278000,403900,2.0,1.70,2.00
552707,262000,399580,0.5,0.60,0.25
552708,271500,409230,0.5,0.80,0.25
552709,276020,401550,0.5,3.40,0.80
552710,265950,414030,1.0,0.40,0.25
552711,270270,406200,0.5,0.40,0.25
552712,278190,405810,1.0,1.60,1.40
552714,270780,407270,0.5,0.90,0.25
552715,265990,413290,0.5,0.30,0.25
552716,266450,415080,0.5,0.40,0.60
552718,267800,403430,0.5,0.40,0.25
552719,267410,416300,42.0,0.30,0.25
552720,270810,409800,0.5,0.70,0.25
552721,269930,408800,0.5,0.50,0.25
552722,265900,411300,0.5,0.05,0.25
552723,267850,401180,0.5,0.80,0.70
552724,268700,406300,0.5,0.05,0.25
552725,267850,414380,12.0,0.30,0.25
552726,267600,413430,0.5,0.10,0.25
552727,276500,403000,0.5,3.80,1.80
552728,263700,412610,90.0,0.40,0.25
552729,267350,401690,0.5,1.10,1.30
552730,272250,405950,0.5,0.80,0.80
552731,267690,415550,0.5,1.20,1.00
552733,274380,405710,0.5,2.30,1.20
552734,266800,412350,0.5,0.05,0.25
552735,270320,410310,0.5,0.50,0.25
552736,270380,411190,0.5,0.40,0.25
552737,270310,405110,0.5,0.20,0.25
552738,273840,404100,0.5,0.80,0.25
552739,269270,404070,0.5,0.80,0.25
552740,271050,405760,0.5,0.50,0.50
552741,268300,417420,5.0,0.70,1.20
552742,272440,403650,2.0,0.70,1.10
552743,266650,402100,7.0,0.90,1.50
552745,267510,412390,3.0,0.05,0.25
552746,263820,414500,0.5,0.30,0.25
552747,263370,398310,0.5,0.10,0.25
552748,264850,401050,0.5,0.05,0.25
552749,264150,413660,9.0,0.05,0.25
552750,265460,401700,0.5,0.60,0.25
552751,277840,405850,0.5,0.70,0.25
552752,280830,405410,0.5,0.60,0.25
552754,270000,403560,0.5,0.60,0.25
552755,266400,411920,8.0,0.20,0.25
552756,271500,408770,0.5,0.05,0.25
552757,265700,400600,54.0,79.60,61.70
552758,276900,401920,0.5,0.50,0.25
552760,268700,406800,0.5,0.30,0.25
552763,273700,404900,0.5,0.90,0.25
552764,273530,403720,0.5,1.90,0.25
552765,275690,401350,0.5,2.80,1.60
552766,274350,404360,0.5,2.60,0.60
552767,265320,411310,0.5,0.30,1.30
552768,263190,399210,0.5,0.40,0.25
552769,267100,401500,3.0,0.70,0.60
552770,265920,417310,1.0,0.60,1.20
552771,267650,411900,0.5,0.50,0.25
552772,268450,407600,0.5,0.90,1.20
552773,270190,409880,2.0,1.40,2.30
552774,265500,417580,2.0,6.00,4.90
552776,269600,406850,3.0,0.90,1.80
552778,264700,413720,0.5,0.05,0.25
552779,265890,411780,0.5,0.10,0.25
552780,275900,405980,0.5,2.70,0.90
552781,273850,404410,0.5,1.70,0.25
552782,278090,405390,0.5,0.90,2.00
552784,274150,404050,0.5,1.80,0.25
552785,267300,418000,0.5,0.05,0.25
552786,270540,403950,0.5,0.30,0.25
552789,277000,405530,0.5,0.80,0.25
552790,271690,409830,0.5,0.05,0.25
552791,263700,398190,0.5,0.05,0.25
552792,273300,403850,0.5,0.30,0.25
552793,267450,417300,3.0,0.40,0.25
552794,266500,399750,25.0,0.70,0.25
552795,264650,414810,2.0,0.50,0.25
552797,264200,413990,0.5,0.20,0.25
552798,274720,405920,0.5,2.80,0.25
552799,276250,406670,0.5,5.00,1.60
552800,271850,405020,0.5,0.50,0.25
552801,259160,398050,3.0,3.70,8.20
552802,277010,412610,0.5,2.30,1.00
552803,281400,411170,0.5,1.30,1.00
552804,280900,404590,2.0,0.30,0.60
552805,282790,403310,0.5,1.70,0.90
552806,281240,407920,2.0,2.40,0.25
552807,283590,414500,3.0,1.00,0.80
552808,277620,410400,2.0,2.40,0.60
552809,274880,411170,0.5,2.80,0.50
552810,272210,415300,2.0,0.70,0.60
552811,263780,399020,0.5,0.05,0.25
552812,270350,413800,0.5,0.05,0.25
552813,274090,411800,0.5,3.00,0.25
552815,280580,403100,1.0,0.05,0.25
552816,271500,413300,0.5,0.70,0.60
552817,282000,408470,2.0,2.20,0.25
552818,269300,415360,0.5,0.05,0.25
552819,280730,407840,0.5,3.40,1.40
552820,276520,415800,0.5,4.40,2.80
552821,263300,395900,0.5,0.10,0.25
552823,281310,409020,0.5,1.70,0.25
552824,281610,413200,0.5,2.80,2.10
552825,260690,399400,0.5,2.20,2.20
552826,279400,414790,0.5,4.50,1.80
552827,282100,404800,0.5,1.80,0.70
552829,280300,402300,5.0,1.10,0.25
552830,280670,412420,0.5,1.90,0.90
552831,276200,414480,0.5,1.60,7.70
552833,278300,413320,0.5,2.10,1.20
552834,265290,396270,1.0,1.10,3.10
552835,283010,407910,1.0,1.00,0.25
552836,281410,403780,0.5,0.70,0.25
552838,260250,399510,2.0,4.30,8.20
552839,264510,396030,3.0,1.30,2.00
552840,273910,414210,1.0,1.90,0.80
552841,263280,394470,2.0,0.60,1.20
552842,275300,409910,0.5,2.30,1.10
552843,278690,412290,2.0,1.40,1.20
552844,282150,411900,3.0,3.70,2.60
552845,275340,411180,0.5,3.30,1.00
552846,262850,396540,1.0,0.30,0.25
552847,265140,397500,0.5,1.30,0.25
552848,265920,394820,0.5,0.60,0.60
552849,277600,409310,0.5,1.20,0.25
552850,278400,408300,2.0,1.30,0.25
552851,278810,411500,0.5,0.10,2.30
552853,279150,414120,0.5,3.30,2.50
552854,264690,394900,2.0,1.00,1.70
552855,277120,421080,0.5,1.40,1.60
552856,273980,413080,2.0,3.60,2.70
552857,278530,410220,0.5,1.00,0.25
552859,283120,407650,0.5,0.90,2.50
552860,272200,413980,0.5,1.70,0.80
552861,276080,415800,0.5,2.50,1.60
552863,276250,408480,0.5,1.40,1.30
552864,262420,394230,2.0,1.10,0.90
552865,281390,412730,2.0,2.50,0.80
552866,281080,414160,0.5,1.20,0.25
552867,276710,410510,0.5,3.40,1.20
552868,259950,397910,0.5,3.80,4.10
552869,273890,410100,0.5,2.60,3.60
552870,260810,394020,0.5,0.90,0.25
552871,259350,398530,0.5,5.60,10.20
552872,282310,409410,0.5,6.20,3.00
552873,260140,398040,2.0,5.80,11.30
552874,282450,413810,0.5,1.30,0.25
552875,272530,413020,0.5,2.90,0.60
552876,259150,397790,0.5,3.90,3.60
552878,281740,408700,0.5,1.40,0.25
552879,276600,409450,0.5,1.10,0.25
552881,279790,411910,0.5,1.10,0.25
552882,261700,394020,0.5,0.30,0.25
552883,278040,414290,24.0,4.30,0.25
552884,277210,413790,0.5,2.80,0.25
552885,263460,396300,6.0,1.90,2.20
552886,281380,402320,0.5,0.30,0.25
552887,282490,412020,0.5,2.70,0.25
552888,282240,408020,0.5,2.20,1.70
552890,272740,414250,1.0,1.90,0.60
552891,276200,407920,0.5,1.40,0.60
552892,279990,413230,0.5,1.70,0.60
552894,279280,411570,0.5,0.70,0.25
552895,276970,410110,0.5,1.00,0.25
552896,266660,394320,0.5,1.20,0.60
552897,279890,413530,0.5,1.40,0.90
552898,274940,411950,2.0,2.30,0.25
552899,273000,413350,0.5,1.80,0.25
552900,280550,401620,1.0,1.50,0.60
552901,275310,434320,3.0,3.10,0.80
552902,278700,420390,0.5,1.40,0.50
552903,271500,421150,2.0,1.00,0.25
552904,277010,427850,0.5,1.70,1.50
552905,270800,423810,0.5,0.50,0.25
552906,277620,417400,0.5,2.00,0.25
552907,281650,419230,1.0,1.50,0.25
552908,283790,420230,0.5,1.20,0.25
552909,283540,415800,0.5,1.60,0.25
552910,281520,420700,0.5,1.10,0.25
552911,274900,421600,0.5,1.70,0.25
552912,273700,428330,0.5,2.70,0.25
552913,276300,419680,0.5,0.90,0.25
552914,274350,422290,36.0,2.20,0.60
552915,282710,417560,0.5,0.90,0.25
552916,269150,418500,0.5,0.60,0.25
552918,273650,419000,0.5,3.50,0.80
552919,271300,417560,0.5,1.00,0.25
552921,285120,420310,0.5,1.30,0.70
552922,266560,420080,0.5,0.40,0.25
552923,273600,420900,0.5,1.50,0.25
552924,273050,419810,0.5,2.10,0.25
552925,269350,423050,0.5,1.20,0.25
552926,270850,422350,0.5,1.30,0.25
552927,279910,419810,0.5,1.20,0.25
552928,279300,421200,0.5,1.10,0.25
552929,273570,420470,0.5,1.50,0.80
552930,281050,416250,0.5,3.20,1.40
552931,270400,416850,0.5,1.10,0.25
552932,270250,418520,1.0,1.50,1.40
552933,273170,425500,0.5,3.10,2.40
552934,268610,420900,0.5,0.10,0.25
552935,275480,430420,0.5,5.60,3.00
552936,281850,417900,0.5,2.20,1.00
552937,275090,421790,0.5,0.80,0.25
552938,272250,419300,210.0,2.30,1.20
552939,274110,419320,2.0,3.90,1.60
552940,271750,425910,2.0,1.20,0.25
552941,271750,418010,2.0,1.90,0.25
552943,273700,421650,0.5,1.10,0.25
552945,270350,422060,0.5,0.80,0.25
552946,277500,422820,1.0,1.70,1.10
552947,277580,428350,0.5,1.30,0.25
552948,272650,422180,6.0,1.60,0.70
552949,279720,422010,0.5,1.70,0.25
552950,275050,418360,1.0,4.10,2.30
552951,273300,427300,1.0,2.70,0.60
552952,272110,422800,2.0,1.40,0.90
552954,274600,419470,1.0,4.40,1.80
552955,267700,419900,1.0,0.40,0.25
552956,283940,421420,0.5,1.10,0.25
552957,271700,420350,1.0,1.40,1.10
552958,277770,419440,0.5,1.40,0.25
552959,278090,419860,0.5,1.00,0.25
552960,274400,423100,2.0,2.70,1.10
552961,279370,419070,2.0,1.40,0.25
552963,273600,418700,0.5,2.90,0.50
552964,279560,417700,0.5,2.60,1.70
552965,282480,415410,0.5,2.20,0.90
552966,271890,418700,1.0,1.20,0.25
552967,273360,428490,0.5,3.90,2.00
552968,271260,424890,0.5,1.00,0.25
552969,273180,420220,0.5,1.50,0.25
552970,274050,415980,0.5,3.10,1.30
552971,269700,421700,0.5,0.70,0.25
552972,273270,423010,0.5,1.10,0.25
552973,274360,430870,0.5,1.80,0.90
552974,274600,415690,0.5,3.30,1.10
552976,274520,422730,0.5,1.00,0.25
552978,281060,421250,0.5,1.60,1.20
552979,267210,420340,0.5,0.30,0.25
552980,272900,426280,0.5,2.30,1.10
552981,273600,418380,0.5,1.80,0.60
552982,273400,430980,0.5,3.40,1.60
552983,278200,418080,0.5,1.20,1.10
552984,271240,418860,3.0,1.20,1.00
552985,273150,416150,1.0,1.40,0.80
552986,276960,422400,0.5,1.20,0.25
552988,272300,421280,6.0,1.40,1.00
552989,274220,426750,0.5,2.00,0.25
552990,283030,419800,1.0,1.60,0.50
552991,277800,428620,0.5,2.00,0.90
552992,279700,417460,0.5,4.80,4.30
552993,271750,417060,5.0,1.70,1.20
552994,270450,420460,2.0,1.00,0.50
552995,277010,423030,0.5,1.70,0.90
552996,277010,427850,0.5,1.20,1.10
552997,278000,422460,0.5,1.60,0.70
552998,273550,425750,0.5,1.80,0.70
552999,273720,426440,36.0,1.10,0.25
553000,278650,417230,0.5,3.20,1.40
553001,277470,427230,0.5,0.80,0.25
553002,287950,424900,0.5,0.80,0.25
553003,280850,424700,0.5,0.50,0.25
553004,282300,429510,0.5,1.20,1.60
553005,280680,427400,0.5,1.10,0.90
553006,281690,422730,0.5,1.10,0.25
553007,285550,428870,2.0,0.50,0.25
553008,270810,433730,0.5,1.30,0.25
553009,279210,432840,2.0,1.20,0.25
553010,272950,433790,0.5,2.10,0.80
553011,278150,426760,4.0,0.80,0.25
553012,278070,432850,1.0,1.50,0.90
553013,289180,425250,0.5,0.90,0.80
553015,282380,425980,0.5,0.70,0.25
553016,276910,432470,0.5,1.40,0.25
553017,285500,424380,1.0,1.40,1.30
553018,277770,432010,0.5,2.10,1.00
553019,282740,422440,1.0,1.00,0.60
553020,290050,417650,1.0,0.40,0.25
553021,268600,427180,0.5,0.60,0.25
553022,276690,430910,1.0,1.10,0.25
553023,283300,423830,0.5,1.00,0.25
553024,286090,429760,156.0,1.30,0.25
553025,270900,428300,0.5,2.20,0.50
553026,287800,419220,0.5,0.80,0.25
553027,283010,428600,0.5,1.00,1.10
553029,283300,427590,0.5,1.10,0.70
553030,271830,432260,0.5,1.50,1.20
553032,271930,434810,0.5,2.10,0.60
553033,286790,423800,0.5,0.80,0.25
553034,278000,430650,0.5,4.00,1.60
553035,279350,432550,0.5,1.00,0.25
553036,279450,426700,0.5,1.30,0.25
553038,270510,429410,0.5,3.00,0.90
553039,278800,428420,0.5,2.00,0.70
553040,275010,433420,1.0,3.60,0.80
553041,268660,426160,2.0,0.70,0.25
553042,279990,431520,1.0,3.10,1.20
553043,286740,426130,1.0,0.90,0.70
553044,281390,425290,1.0,0.90,0.25
553045,280100,433070,3.0,1.10,0.25
553046,269260,427380,2.0,0.50,0.25
553047,276250,431790,3.0,2.70,0.70
553048,280420,428480,2.0,2.10,0.90
553049,272010,435120,2.0,2.40,0.80
553052,288500,426400,2.0,1.60,0.25
553053,288860,418950,2.0,2.40,1.10
553054,279150,428930,110.0,3.40,1.00
553055,288680,418150,6.0,1.30,0.25
553056,288060,427400,2.0,1.10,0.60
553057,270630,432990,1.0,2.20,0.60
553059,280750,423370,1.0,0.90,0.25
553060,275200,432960,3.0,3.30,0.25
553063,273190,434820,1.0,3.10,0.90
553064,269800,425460,1.0,0.70,0.25
553066,285300,418310,5.0,3.20,2.50
553067,273050,433290,0.5,2.70,0.80
553068,275090,427200,0.5,2.90,0.90
553069,279110,431990,1.0,1.70,0.50
553070,277510,424210,0.5,2.60,1.00
553071,275850,426140,0.5,1.50,0.25
553072,284900,424500,1.0,1.20,0.25
553073,275210,427020,0.5,1.50,0.25
553074,285570,429600,5.0,2.60,1.90
553075,275880,434010,0.5,2.00,0.70
553076,277840,425820,0.5,1.20,0.70
553078,284100,424320,0.5,1.00,0.50
553079,272880,434580,0.5,2.30,0.70
553081,270300,431280,0.5,2.40,0.25
553082,270860,426270,0.5,0.50,0.25
553083,286250,423190,0.5,0.80,0.25
553084,288890,421100,0.5,1.80,0.25
553085,270520,427010,0.5,0.90,0.25
553086,281520,426150,0.5,0.30,0.25
553087,279360,425560,0.5,1.00,0.25
553089,286100,428520,1.0,0.80,0.25
553090,274320,432630,0.5,2.60,0.25
553091,272380,433780,0.5,0.60,0.25
553092,286950,419450,1.0,1.30,0.25
553093,278970,423710,2.0,1.70,0.90
553094,270510,431820,1.0,2.50,0.90
553095,272290,432900,0.5,2.70,1.40
553096,282000,428600,1.0,1.20,0.25
553097,286300,419750,2.0,0.90,0.25
553098,289950,424730,2.0,1.00,0.60
553099,274610,433990,2.0,3.00,0.70
553100,284010,426760,2.0,0.40,0.25
553123,288390,416250,1.0,2.20,0.90
553129,288310,415050,2.0,1.50,0.50
553143,286830,416700,2.0,1.60,1.40
553157,287000,414100,1.0,2.50,1.30
553169,287900,413700,5.0,0.70,0.25
563007,322083,319235,1.0,0.20,0.25
563008,328197,315503,0.5,1.10,1.50
563013,320750,315537,0.5,0.60,0.80
563015,313815,321243,5.0,1.20,3.40
563016,326133,312334,3.0,1.00,1.70
563017,326948,312780,1.0,0.40,0.90
563018,321619,327231,0.5,0.70,0.90
563019,315048,320044,0.5,1.00,1.20
563021,323053,318328,0.5,0.10,0.25
563023,329217,317772,663.0,0.80,0.80
563025,330820,315620,6.0,0.05,0.25
563026,316871,319122,0.5,0.90,1.10
563032,317800,321784,0.5,0.90,1.30
563034,322179,319450,0.5,0.05,0.25
563035,320855,316547,45.0,0.90,0.90
563036,327714,319873,0.5,0.05,0.25
563037,332254,314586,62.0,1.60,1.80
563039,313159,319652,4.0,2.80,1.00
