Council,Financial,Date,Value
Canterbury Region,02 Development Contributions,2007,0
Canterbury Region,03 Subsidies,2007,21327
Canterbury Region,04 Investment Income,2007,1528
Canterbury Region,05 Vested Assets,2007,0
Canterbury Region,06 Other Income,2007,10579
Canterbury Region,07 Total Income,2007,93239
Canterbury Region,08 Direct Costs,2007,0
Canterbury Region,09 Interest,2007,225
Canterbury Region,10 Depreciation,2007,2063
Canterbury Region,11 Other Expense,2007,91176
Canterbury Region,12 Total Expenditure,2007,93464
Canterbury Region,13 Net Surplus/(Deficit),2007,-225
Canterbury Region,01 Rates,2008,62522
Canterbury Region,02 Development Contributions,2008,0
Canterbury Region,03 Subsidies,2008,20839
Canterbury Region,04 Investment Income,2008,1780
Canterbury Region,05 Vested Assets,2008,0
Canterbury Region,06 Other Income,2008,11481
Canterbury Region,07 Total Income,2008,96622
Canterbury Region,08 Direct Costs,2008,0
Canterbury Region,09 Interest,2008,589
Canterbury Region,10 Depreciation,2008,2191
Canterbury Region,11 Other Expense,2008,94290
Canterbury Region,12 Total Expenditure,2008,97070
Canterbury Region,13 Net Surplus/(Deficit),2008,-448
Canterbury Region,01 Rates,2009,64104
Canterbury Region,02 Development Contributions,2009,0
Canterbury Region,03 Subsidies,2009,21888
Canterbury Region,04 Investment Income,2009,2115
Canterbury Region,05 Vested Assets,2009,0
Canterbury Region,06 Other Income,2009,11685
Canterbury Region,07 Total Income,2009,99792
Canterbury Region,08 Direct Costs,2009,0
Canterbury Region,09 Interest,2009,934
Canterbury Region,10 Depreciation,2009,2320
Canterbury Region,11 Other Expense,2009,97841
Canterbury Region,12 Total Expenditure,2009,101095
Canterbury Region,13 Net Surplus/(Deficit),2009,303
Canterbury Region,01 Rates,2010,70933
Canterbury Region,02 Development Contributions,2010,0
Canterbury Region,03 Subsidies,2010,26157
Canterbury Region,04 Investment Income,2010,2294
Canterbury Region,05 Vested Assets,2010,0
Canterbury Region,06 Other Income,2010,12975
Canterbury Region,07 Total Income,2010,112359
Canterbury Region,08 Direct Costs,2010,0
Canterbury Region,09 Interest,2010,1186
Canterbury Region,10 Depreciation,2010,2100
Canterbury Region,11 Other Expense,2010,107985
Canterbury Region,12 Total Expenditure,2010,111271
Canterbury Region,13 Net Surplus/(Deficit),2010,1088
Canterbury Region,01 Rates,2011,72250
Canterbury Region,02 Development Contributions,2011,0
Canterbury Region,03 Subsidies,2011,27715
Canterbury Region,04 Investment Income,2011,2490
Canterbury Region,05 Vested Assets,2011,0
Canterbury Region,06 Other Income,2011,13418
Canterbury Region,07 Total Income,2011,115873
Canterbury Region,08 Direct Costs,2011,0
Canterbury Region,09 Interest,2011,1277
Canterbury Region,10 Depreciation,2011,2047
Canterbury Region,11 Other Expense,2011,110732
Canterbury Region,12 Total Expenditure,2011,114056
Canterbury Region,13 Net Surplus/(Deficit),2011,1817
Canterbury Region,01 Rates,2012,74012
Canterbury Region,02 Development Contributions,2012,0
Canterbury Region,03 Subsidies,2012,27837
Canterbury Region,04 Investment Income,2012,2559
Canterbury Region,05 Vested Assets,2012,0
Canterbury Region,06 Other Income,2012,13896
Canterbury Region,07 Total Income,2012,118304
Canterbury Region,08 Direct Costs,2012,0
Canterbury Region,09 Interest,2012,1245
Canterbury Region,10 Depreciation,2012,2054
Canterbury Region,11 Other Expense,2012,113065
Canterbury Region,12 Total Expenditure,2012,116364
Canterbury Region,13 Net Surplus/(Deficit),2012,1940
Canterbury Region,01 Rates,2013,75653
Canterbury Region,02 Development Contributions,2013,0
Canterbury Region,03 Subsidies,2013,28453
Canterbury Region,04 Investment Income,2013,2554
Canterbury Region,05 Vested Assets,2013,0
Canterbury Region,06 Other Income,2013,14384
Canterbury Region,07 Total Income,2013,121044
Canterbury Region,08 Direct Costs,2013,0
Canterbury Region,09 Interest,2013,1189
Canterbury Region,10 Depreciation,2013,2064
Canterbury Region,11 Other Expense,2013,115783
Canterbury Region,12 Total Expenditure,2013,119036
Canterbury Region,13 Net Surplus/(Deficit),2013,2008
Canterbury Region,01 Rates,2014,75113
Canterbury Region,02 Development Contributions,2014,0
Canterbury Region,03 Subsidies,2014,29030
Canterbury Region,04 Investment Income,2014,2609
Canterbury Region,05 Vested Assets,2014,0
Canterbury Region,06 Other Income,2014,14811
Canterbury Region,07 Total Income,2014,121563
Canterbury Region,08 Direct Costs,2014,0
Canterbury Region,09 Interest,2014,1032
Canterbury Region,10 Depreciation,2014,2072
Canterbury Region,11 Other Expense,2014,115896
Canterbury Region,12 Total Expenditure,2014,119000
Canterbury Region,13 Net Surplus/(Deficit),2014,2563
Canterbury Region,01 Rates,2015,76231
Canterbury Region,02 Development Contributions,2015,0
Canterbury Region,03 Subsidies,2015,29795
Canterbury Region,04 Investment Income,2015,2554
Canterbury Region,05 Vested Assets,2015,0
Canterbury Region,06 Other Income,2015,15209
Canterbury Region,07 Total Income,2015,123789
Canterbury Region,08 Direct Costs,2015,0
Canterbury Region,09 Interest,2015,807
Canterbury Region,10 Depreciation,2015,2080
Canterbury Region,11 Other Expense,2015,118404
Canterbury Region,12 Total Expenditure,2015,121291
Canterbury Region,13 Net Surplus/(Deficit),2015,2498
Canterbury Region,01 Rates,2016,79200
Canterbury Region,02 Development Contributions,2016,0
Canterbury Region,03 Subsidies,2016,31600
Canterbury Region,04 Investment Income,2016,2516
Canterbury Region,05 Vested Assets,2016,0
Canterbury Region,06 Other Income,2016,15626
Canterbury Region,07 Total Income,2016,128942
Canterbury Region,08 Direct Costs,2016,0
Canterbury Region,09 Interest,2016,607
Canterbury Region,10 Depreciation,2016,2087
Canterbury Region,11 Other Expense,2016,123802
Canterbury Region,12 Total Expenditure,2016,126496
Canterbury Region,13 Net Surplus/(Deficit),2016,2446
Carterton District,01 Rates,2007,4882
Carterton District,02 Development Contributions,2007,0
Carterton District,03 Subsidies,2007,1391
Carterton District,04 Investment Income,2007,259
Carterton District,05 Vested Assets,2007,0
Carterton District,06 Other Income,2007,1146
Carterton District,07 Total Income,2007,7678
Carterton District,08 Direct Costs,2007,5395
Carterton District,09 Interest,2007,72
Carterton District,10 Depreciation,2007,1821
Carterton District,11 Other Expense,2007,0
Carterton District,12 Total Expenditure,2007,7288
Carterton District,13 Net Surplus/(Deficit),2007,390
Carterton District,01 Rates,2008,4922
Carterton District,02 Development Contributions,2008,0
Carterton District,03 Subsidies,2008,1415
Carterton District,04 Investment Income,2008,215
Carterton District,05 Vested Assets,2008,0
Carterton District,06 Other Income,2008,1230
Carterton District,07 Total Income,2008,7782
Carterton District,08 Direct Costs,2008,5485
Carterton District,09 Interest,2008,92
Carterton District,10 Depreciation,2008,1901
Carterton District,11 Other Expense,2008,0
Carterton District,12 Total Expenditure,2008,7478
Carterton District,13 Net Surplus/(Deficit),2008,304
Carterton District,01 Rates,2009,5027
Carterton District,02 Development Contributions,2009,0
Carterton District,03 Subsidies,2009,1438
Carterton District,04 Investment Income,2009,174
Carterton District,05 Vested Assets,2009,0
Carterton District,06 Other Income,2009,1388
Carterton District,07 Total Income,2009,8027
Carterton District,08 Direct Costs,2009,5505
Carterton District,09 Interest,2009,85
Carterton District,10 Depreciation,2009,1970
Carterton District,11 Other Expense,2009,0
Carterton District,12 Total Expenditure,2009,7560
Carterton District,13 Net Surplus/(Deficit),2009,467
Carterton District,01 Rates,2010,5128
Carterton District,02 Development Contributions,2010,0
Carterton District,03 Subsidies,2010,1490
Carterton District,04 Investment Income,2010,199
Carterton District,05 Vested Assets,2010,0
Carterton District,06 Other Income,2010,1563
Carterton District,07 Total Income,2010,8380
Carterton District,08 Direct Costs,2010,5653
Carterton District,09 Interest,2010,77
Carterton District,10 Depreciation,2010,2026
Carterton District,11 Other Expense,2010,0
Carterton District,12 Total Expenditure,2010,7756
Carterton District,13 Net Surplus/(Deficit),2010,624
Carterton District,01 Rates,2011,5254
Carterton District,02 Development Contributions,2011,0
Carterton District,03 Subsidies,2011,1519
Carterton District,04 Investment Income,2011,219
Carterton District,05 Vested Assets,2011,0
Carterton District,06 Other Income,2011,1212
Carterton District,07 Total Income,2011,8204
Carterton District,08 Direct Costs,2011,5835
Carterton District,09 Interest,2011,69
Carterton District,10 Depreciation,2011,2065
Carterton District,11 Other Expense,2011,0
Carterton District,12 Total Expenditure,2011,7969
Carterton District,13 Net Surplus/(Deficit),2011,235
Carterton District,01 Rates,2012,5225
Carterton District,02 Development Contributions,2012,0
Carterton District,03 Subsidies,2012,1650
Carterton District,04 Investment Income,2012,262
Carterton District,05 Vested Assets,2012,0
Carterton District,06 Other Income,2012,1687
Carterton District,07 Total Income,2012,8824
Carterton District,08 Direct Costs,2012,5940
Carterton District,09 Interest,2012,59
Carterton District,10 Depreciation,2012,2108
Carterton District,11 Other Expense,2012,0
Carterton District,12 Total Expenditure,2012,8107
Carterton District,13 Net Surplus/(Deficit),2012,717
Carterton District,01 Rates,2013,5210
Carterton District,02 Development Contributions,2013,0
Carterton District,03 Subsidies,2013,1790
Carterton District,04 Investment Income,2013,300
Carterton District,05 Vested Assets,2013,0
Carterton District,06 Other Income,2013,1129
Carterton District,07 Total Income,2013,8429
Carterton District,08 Direct Costs,2013,6076
Carterton District,09 Interest,2013,49
Carterton District,10 Depreciation,2013,2125
Carterton District,11 Other Expense,2013,0
Carterton District,12 Total Expenditure,2013,8250
Carterton District,13 Net Surplus/(Deficit),2013,179
Carterton District,01 Rates,2014,5041
Carterton District,02 Development Contributions,2014,0
Carterton District,03 Subsidies,2014,1941
Carterton District,04 Investment Income,2014,339
Carterton District,05 Vested Assets,2014,0
Carterton District,06 Other Income,2014,1397
Carterton District,07 Total Income,2014,8718
Carterton District,08 Direct Costs,2014,6240
Carterton District,09 Interest,2014,39
Carterton District,10 Depreciation,2014,2165
Carterton District,11 Other Expense,2014,0
Carterton District,12 Total Expenditure,2014,8444
Carterton District,13 Net Surplus/(Deficit),2014,274
Carterton District,01 Rates,2015,5012
Carterton District,02 Development Contributions,2015,0
Carterton District,03 Subsidies,2015,2103
Carterton District,04 Investment Income,2015,372
Carterton District,05 Vested Assets,2015,0
Carterton District,06 Other Income,2015,1168
Carterton District,07 Total Income,2015,8655
Carterton District,08 Direct Costs,2015,6332
Carterton District,09 Interest,2015,35
Carterton District,10 Depreciation,2015,2202
Carterton District,11 Other Expense,2015,0
Carterton District,12 Total Expenditure,2015,8569
Carterton District,13 Net Surplus/(Deficit),2015,86
Carterton District,01 Rates,2016,4948
Carterton District,02 Development Contributions,2016,0
Carterton District,03 Subsidies,2016,2282
Carterton District,04 Investment Income,2016,402
Carterton District,05 Vested Assets,2016,0
Carterton District,06 Other Income,2016,1186
Carterton District,07 Total Income,2016,8818
Carterton District,08 Direct Costs,2016,6459
Carterton District,09 Interest,2016,31
Carterton District,10 Depreciation,2016,2237
Carterton District,11 Other Expense,2016,0
Carterton District,12 Total Expenditure,2016,8727
Carterton District,13 Net Surplus/(Deficit),2016,91
Central Hawke's Bay District,01 Rates,2007,11717
Central Hawke's Bay District,02 Development Contributions,2007,174
Central Hawke's Bay District,03 Subsidies,2007,5180
Central Hawke's Bay District,04 Investment Income,2007,477
Central Hawke's Bay District,05 Vested Assets,2007,0
Central Hawke's Bay District,06 Other Income,2007,1776
Central Hawke's Bay District,07 Total Income,2007,19324
Central Hawke's Bay District,08 Direct Costs,2007,11274
Central Hawke's Bay District,09 Interest,2007,493
Central Hawke's Bay District,10 Depreciation,2007,7293
Central Hawke's Bay District,11 Other Expense,2007,0
Central Hawke's Bay District,12 Total Expenditure,2007,19060
Central Hawke's Bay District,13 Net Surplus/(Deficit),2007,264
Central Hawke's Bay District,01 Rates,2008,12765
Central Hawke's Bay District,02 Development Contributions,2008,181
Central Hawke's Bay District,03 Subsidies,2008,5329
Central Hawke's Bay District,04 Investment Income,2008,458
Central Hawke's Bay District,05 Vested Assets,2008,0
Central Hawke's Bay District,06 Other Income,2008,1854
Central Hawke's Bay District,07 Total Income,2008,20587
Central Hawke's Bay District,08 Direct Costs,2008,12010
Central Hawke's Bay District,09 Interest,2008,633
Central Hawke's Bay District,10 Depreciation,2008,7515
Central Hawke's Bay District,11 Other Expense,2008,0
Central Hawke's Bay District,12 Total Expenditure,2008,20158
Central Hawke's Bay District,13 Net Surplus/(Deficit),2008,429
Central Hawke's Bay District,01 Rates,2009,13914
Central Hawke's Bay District,02 Development Contributions,2009,191
Central Hawke's Bay District,03 Subsidies,2009,5518
Central Hawke's Bay District,04 Investment Income,2009,459
Central Hawke's Bay District,05 Vested Assets,2009,0
Central Hawke's Bay District,06 Other Income,2009,1943
Central Hawke's Bay District,07 Total Income,2009,22025
Central Hawke's Bay District,08 Direct Costs,2009,12353
Central Hawke's Bay District,09 Interest,2009,740
Central Hawke's Bay District,10 Depreciation,2009,7725
Central Hawke's Bay District,11 Other Expense,2009,0
Central Hawke's Bay District,12 Total Expenditure,2009,20818
Central Hawke's Bay District,13 Net Surplus/(Deficit),2009,1207
Central Hawke's Bay District,01 Rates,2010,15166
Central Hawke's Bay District,02 Development Contributions,2010,202
Central Hawke's Bay District,03 Subsidies,2010,5707
Central Hawke's Bay District,04 Investment Income,2010,497
Central Hawke's Bay District,05 Vested Assets,2010,0
Central Hawke's Bay District,06 Other Income,2010,2031
Central Hawke's Bay District,07 Total Income,2010,23603
Central Hawke's Bay District,08 Direct Costs,2010,12731
Central Hawke's Bay District,09 Interest,2010,764
Central Hawke's Bay District,10 Depreciation,2010,8080
Central Hawke's Bay District,11 Other Expense,2010,0
Central Hawke's Bay District,12 Total Expenditure,2010,21575
Central Hawke's Bay District,13 Net Surplus/(Deficit),2010,2028
Central Hawke's Bay District,01 Rates,2011,16531
Central Hawke's Bay District,02 Development Contributions,2011,216
Central Hawke's Bay District,03 Subsidies,2011,5931
Central Hawke's Bay District,04 Investment Income,2011,600
Central Hawke's Bay District,05 Vested Assets,2011,0
Central Hawke's Bay District,06 Other Income,2011,2117
Central Hawke's Bay District,07 Total Income,2011,25395
Central Hawke's Bay District,08 Direct Costs,2011,13179
Central Hawke's Bay District,09 Interest,2011,809
Central Hawke's Bay District,10 Depreciation,2011,8279
Central Hawke's Bay District,11 Other Expense,2011,0
Central Hawke's Bay District,12 Total Expenditure,2011,22267
Central Hawke's Bay District,13 Net Surplus/(Deficit),2011,3128
Central Hawke's Bay District,01 Rates,2012,18019
Central Hawke's Bay District,02 Development Contributions,2012,235
Central Hawke's Bay District,03 Subsidies,2012,6107
Central Hawke's Bay District,04 Investment Income,2012,759
Central Hawke's Bay District,05 Vested Assets,2012,0
Central Hawke's Bay District,06 Other Income,2012,2201
Central Hawke's Bay District,07 Total Income,2012,27321
Central Hawke's Bay District,08 Direct Costs,2012,13502
