Votes,Prec. Count,Party,Dist. Type,Dist. Code,Contest Name,Cand. Num,Cand. Name,Vote for,Ref
6,3,DEM,,,Constable BETHEL PARK WARD 6,1,WRITE-IN,1,
23,3,DEM,,,Constable BETHEL PARK WARD 7,1,WRITE-IN,1,
14,4,DEM,,,Constable BETHEL PARK WARD 8,1,WRITE-IN,1,
5,3,DEM,,,Constable BETHEL PARK WARD 9,1,WRITE-IN,1,
9,1,DEM,,,Constable BRACKENRIDGE WARD 1,1,WRITE-IN,1,
14,1,DEM,,,Constable BRACKENRIDGE WARD 2,1,WRITE-IN,1,
8,1,DEM,,,Constable BRACKENRIDGE WARD 3,1,WRITE-IN,1,
4,1,DEM,,,Constable BRADDOCK WARD 1,1,WRITE-IN,1,
52,1,DEM,,,Constable BRADDOCK WARD 2,1,Pedro Valles,1,
0,1,DEM,,,Constable BRADDOCK WARD 2,2,WRITE-IN,1,
25,1,DEM,,,Constable BRADDOCK WARD 3,1,WRITE-IN,1,
235,4,DEM,,,Constable CARNEGIE WARD 1,1,William Gardner,1,
1,4,DEM,,,Constable CARNEGIE WARD 1,2,WRITE-IN,1,
228,4,DEM,,,Constable CARNEGIE WARD 2,1,Mark Bassano,1,
0,4,DEM,,,Constable CARNEGIE WARD 2,2,WRITE-IN,1,
162,3,DEM,,,Constable CLAIRTON WARD 1,1,Dennis Finnegan,1,
3,3,DEM,,,Constable CLAIRTON WARD 1,2,WRITE-IN,1,
31,3,DEM,,,Constable CLAIRTON WARD 2,1,WRITE-IN,1,
8,3,DEM,,,Constable CLAIRTON WARD 3,1,WRITE-IN,1,
201,3,DEM,,,Constable CLAIRTON WARD 4,1,Keith A. Massaro,1,
1,3,DEM,,,Constable CLAIRTON WARD 4,2,WRITE-IN,1,
3,2,DEM,,,Constable CORAOPOLIS WARD 1,1,WRITE-IN,1,
101,1,DEM,,,Constable CORAOPOLIS WARD 2,1,"John F. Vith, Jr.",1,
0,1,DEM,,,Constable CORAOPOLIS WARD 2,2,WRITE-IN,1,
120,2,DEM,,,Constable CORAOPOLIS WARD 3,1,Harry J. Buntin,1,
1,2,DEM,,,Constable CORAOPOLIS WARD 3,2,WRITE-IN,1,
82,2,DEM,,,Constable CORAOPOLIS WARD 4,1,"Zane Barnes, II",1,
1,2,DEM,,,Constable CORAOPOLIS WARD 4,2,WRITE-IN,1,
30,4,DEM,,,Constable DUQUESNE WARD 1,1,WRITE-IN,1,
68,3,DEM,,,Constable DUQUESNE WARD 2,1,"Ira L. Collins, Jr.",1,
146,3,DEM,,,Constable DUQUESNE WARD 2,2,Frank M. Cobb,1,
0,3,DEM,,,Constable DUQUESNE WARD 2,3,WRITE-IN,1,
78,3,DEM,,,Constable DUQUESNE WARD 3,1,Leonard Evagues,1,
23,3,DEM,,,Constable DUQUESNE WARD 3,2,WRITE-IN,1,
0,1,DEM,,,Constable EAST PITTSBURGH WARD 1,1,WRITE-IN,1,
32,1,DEM,,,Constable EAST PITTSBURGH WARD 2,1,WRITE-IN,1,
19,1,DEM,,,Constable EAST PITTSBURGH WARD 3,1,WRITE-IN,1,
1,1,DEM,,,Constable ETNA WARD 1,1,WRITE-IN,1,
4,1,DEM,,,Constable ETNA WARD 2,1,WRITE-IN,1,
3,1,DEM,,,Constable ETNA WARD 3,1,WRITE-IN,1,
4,3,DEM,,,Constable FRANKLIN PARK WARD 1,1,WRITE-IN,1,
3,3,DEM,,,Constable FRANKLIN PARK WARD 2,1,WRITE-IN,1,
0,3,DEM,,,Constable FRANKLIN PARK WARD 3,1,WRITE-IN,1,
10,2,DEM,,,Constable HOMESTEAD WARD 1,1,WRITE-IN,1,
3,2,DEM,,,Constable HOMESTEAD WARD 2,1,WRITE-IN,1,
72,2,DEM,,,Constable HOMESTEAD WARD 3,1,Drew Borcik,1,
0,2,DEM,,,Constable HOMESTEAD WARD 3,2,WRITE-IN,1,
0,1,DEM,,,Constable MCKEESPORT WARD 1,1,WRITE-IN,1,
0,1,DEM,,,Constable MCKEESPORT WARD 2,1,WRITE-IN,1,
30,2,DEM,,,Constable MCKEESPORT WARD 3,1,WRITE-IN,1,
0,1,DEM,,,Constable MCKEESPORT WARD 4,1,WRITE-IN,1,
1,1,DEM,,,Constable MCKEESPORT WARD 5,1,WRITE-IN,1,
1,2,DEM,,,Constable MCKEESPORT WARD 6,1,WRITE-IN,1,
280,7,DEM,,,Constable MCKEESPORT WARD 7,1,Harry C. Walsh,1,
5,7,DEM,,,Constable MCKEESPORT WARD 7,2,WRITE-IN,1,
281,6,DEM,,,Constable MCKEESPORT WARD 8,1,Robert J. Burnett,1,
3,6,DEM,,,Constable MCKEESPORT WARD 8,2,WRITE-IN,1,
188,3,DEM,,,Constable MCKEESPORT WARD 9,1,"Jay H. Sparks, Jr.",1,
0,3,DEM,,,Constable MCKEESPORT WARD 9,2,WRITE-IN,1,
2,2,DEM,,,Constable MCKEESPORT WARD 10,1,WRITE-IN,1,
174,3,DEM,,,Constable MCKEESPORT WARD 11,1,Joseph Frank Clemente,1,
1,3,DEM,,,Constable MCKEESPORT WARD 11,2,WRITE-IN,1,
210,3,DEM,,,Constable MCKEESPORT WARD 12,1,David A. Demchak,1,
0,3,DEM,,,Constable MCKEESPORT WARD 12,2,WRITE-IN,1,
117,2,DEM,,,Constable MCKEES ROCKS WARD 1,1,Richard Salters,1,
0,2,DEM,,,Constable MCKEES ROCKS WARD 1,2,WRITE-IN,1,
96,2,DEM,,,Constable MCKEES ROCKS WARD 2,1,Raymond Paul Sprys,1,
1,2,DEM,,,Constable MCKEES ROCKS WARD 2,2,WRITE-IN,1,
28,3,DEM,,,Constable MCKEES ROCKS WARD 3,1,WRITE-IN,1,
256,4,DEM,,,Constable MONROEVILLE WARD 1,1,Robert Bacco,1,
4,4,DEM,,,Constable MONROEVILLE WARD 1,2,WRITE-IN,1,
302,3,DEM,,,Constable MONROEVILLE WARD 2,1,Lee H. Silnutzer,1,
0,3,DEM,,,Constable MONROEVILLE WARD 2,2,WRITE-IN,1,
9,4,DEM,,,Constable MONROEVILLE WARD 3,1,WRITE-IN,1,
228,3,DEM,,,Constable MONROEVILLE WARD 4,1,Thomas Marcin,1,
0,3,DEM,,,Constable MONROEVILLE WARD 4,2,WRITE-IN,1,
208,4,DEM,,,Constable MONROEVILLE WARD 5,1,Glenn Smeltz,1,
0,4,DEM,,,Constable MONROEVILLE WARD 5,2,WRITE-IN,1,
266,4,DEM,,,Constable MONROEVILLE WARD 6,1,"Keith L. Lipsie, Jr.",1,
0,4,DEM,,,Constable MONROEVILLE WARD 6,2,WRITE-IN,1,
26,3,DEM,,,Constable MONROEVILLE WARD 7,1,WRITE-IN,1,
156,3,DEM,,,Constable NORTH BRADDOCK WARD 1,1,Michael Acrie,1,
3,3,DEM,,,Constable NORTH BRADDOCK WARD 1,2,WRITE-IN,1,
101,2,DEM,,,Constable NORTH BRADDOCK WARD 2,1,"Carl Ayres, Jr.",1,
5,2,DEM,,,Constable NORTH BRADDOCK WARD 2,2,WRITE-IN,1,
6,2,DEM,,,Constable NORTH BRADDOCK WARD 3,1,WRITE-IN,1,
64,2,DEM,,,Constable PITTSBURGH WARD 1,1,Tonya D. Payne,1,
4,2,DEM,,,Constable PITTSBURGH WARD 1,2,WRITE-IN,1,
6,2,DEM,,,Constable PITTSBURGH WARD 2,1,WRITE-IN,1,
232,5,DEM,,,Constable PITTSBURGH WARD 3,1,Brian A. VanDusen,1,
10,5,DEM,,,Constable PITTSBURGH WARD 3,2,WRITE-IN,1,
515,19,DEM,,,Constable PITTSBURGH WARD 4,1,Kevin Dugan,1,
164,19,DEM,,,Constable PITTSBURGH WARD 4,2,WRITE-IN,1,
238,18,DEM,,,Constable PITTSBURGH WARD 5,1,Mark Lee Reed,1,
503,18,DEM,,,Constable PITTSBURGH WARD 5,2,"Garl Germany, III",1,
12,18,DEM,,,Constable PITTSBURGH WARD 5,3,WRITE-IN,1,
174,5,DEM,,,Constable PITTSBURGH WARD 6,1,"Jaime R. Tully, Sr.",1,
207,5,DEM,,,Constable PITTSBURGH WARD 6,2,"Frank M. Machi, Jr.",1,
1,5,DEM,,,Constable PITTSBURGH WARD 6,3,WRITE-IN,1,
674,14,DEM,,,Constable PITTSBURGH WARD 7,1,"Ronald J. Ciancione, Jr.",1,
12,14,DEM,,,Constable PITTSBURGH WARD 7,2,WRITE-IN,1,
71,13,DEM,,,Constable PITTSBURGH WARD 8,1,WRITE-IN,1,
587,9,DEM,,,Constable PITTSBURGH WARD 9,1,Ronald E. Deutsch,1,
14,9,DEM,,,Constable PITTSBURGH WARD 9,2,WRITE-IN,1,
1341,19,DEM,,,Constable PITTSBURGH WARD 10,1,"Phillip A. Ionadi, Sr.",1,
15,19,DEM,,,Constable PITTSBURGH WARD 10,2,WRITE-IN,1,
92,18,DEM,,,Constable PITTSBURGH WARD 11,1,WRITE-IN,1,
704,16,DEM,,,Constable PITTSBURGH WARD 12,1,William E. Hambrick,1,
6,16,DEM,,,Constable PITTSBURGH WARD 12,2,WRITE-IN,1,
546,19,DEM,,,Constable PITTSBURGH WARD 13,1,Charles Frazier,1,
440,19,DEM,,,Constable PITTSBURGH WARD 13,2,Curtis J. Lewis,1,
8,19,DEM,,,Constable PITTSBURGH WARD 13,3,WRITE-IN,1,
3618,41,DEM,,,Constable PITTSBURGH WARD 14,1,William N. Leiber,1,
39,41,DEM,,,Constable PITTSBURGH WARD 14,2,WRITE-IN,1,
1115,19,DEM,,,Constable PITTSBURGH WARD 15,1,Christian Gabriel Constantini,1,
17,19,DEM,,,Constable PITTSBURGH WARD 15,2,WRITE-IN,1,
458,11,DEM,,,Constable PITTSBURGH WARD 16,1,Richard J. Blahut,1,
4,11,DEM,,,Constable PITTSBURGH WARD 16,2,WRITE-IN,1,
370,8,DEM,,,Constable PITTSBURGH WARD 17,1,Nina Ricciardi,1,
4,8,DEM,,,Constable PITTSBURGH WARD 17,2,WRITE-IN,1,
474,11,DEM,,,Constable PITTSBURGH WARD 18,1,"Ricco W.J. Weir, Sr.",1,
4,11,DEM,,,Constable PITTSBURGH WARD 18,2,WRITE-IN,1,
2269,38,DEM,,,Constable PITTSBURGH WARD 19,1,Bob Utzig,1,
15,38,DEM,,,Constable PITTSBURGH WARD 19,2,WRITE-IN,1,
1034,18,DEM,,,Constable PITTSBURGH WARD 20,1,Paul A. Bauer,1,
10,18,DEM,,,Constable PITTSBURGH WARD 20,2,WRITE-IN,1,
315,4,DEM,,,Constable PITTSBURGH WARD 21,1,Ronald E. Moye,1,
2,4,DEM,,,Constable PITTSBURGH WARD 21,2,WRITE-IN,1,
315,4,DEM,,,Constable PITTSBURGH WARD 22,1,"Robert L. Lewis, Sr.",1,
1,4,DEM,,,Constable PITTSBURGH WARD 22,2,WRITE-IN,1,
166,3,DEM,,,Constable PITTSBURGH WARD 23,1,Kennneth Minton,1,
107,3,DEM,,,Constable PITTSBURGH WARD 23,2,Edward Southern,1,
3,3,DEM,,,Constable PITTSBURGH WARD 23,3,WRITE-IN,1,
306,6,DEM,,,Constable PITTSBURGH WARD 24,1,Mike W. Yost,1,
352,6,DEM,,,Constable PITTSBURGH WARD 24,2,"John R. Schanbacher, Jr.",1,
0,6,DEM,,,Constable PITTSBURGH WARD 24,3,WRITE-IN,1,
95,7,DEM,,,Constable PITTSBURGH WARD 25,1,WRITE-IN,1,
666,17,DEM,,,Constable PITTSBURGH WARD 26,1,Valerie R. Townsend,1,
581,17,DEM,,,Constable PITTSBURGH WARD 26,2,Edward R. Ungerman,1,
16,17,DEM,,,Constable PITTSBURGH WARD 26,3,WRITE-IN,1,
811,13,DEM,,,Constable PITTSBURGH WARD 27,1,"Ronald J, Hunt, Sr.",1,
537,13,DEM,,,Constable PITTSBURGH WARD 27,2,Sandra Jordan,1,
5,13,DEM,,,Constable PITTSBURGH WARD 27,3,WRITE-IN,1,
660,11,DEM,,,Constable PITTSBURGH WARD 28,1,Ronald J. Freyermuth,1,
10,11,DEM,,,Constable PITTSBURGH WARD 28,2,WRITE-IN,1,
744,12,DEM,,,Constable PITTSBURGH WARD 29,1,"Mark J. Comer, Sr.",1,
5,12,DEM,,,Constable PITTSBURGH WARD 29,2,WRITE-IN,1,
78,5,DEM,,,Constable PITTSBURGH WARD 30,1,John Dell,1,
141,5,DEM,,,Constable PITTSBURGH WARD 30,2,"Dennis Colvin, III",1,
0,5,DEM,,,Constable PITTSBURGH WARD 30,3,WRITE-IN,1,
416,7,DEM,,,Constable PITTSBURGH WARD 31,1,James M. Emswiller,1,
2,7,DEM,,,Constable PITTSBURGH WARD 31,2,WRITE-IN,1,
469,8,DEM,,,Constable PITTSBURGH WARD 32,1,Tony Sanner,1,
2,8,DEM,,,Constable PITTSBURGH WARD 32,2,WRITE-IN,1,
51,1,DEM,,,Constable RANKIN WARD 1,1,Demont L. Coleman,1,
0,1,DEM,,,Constable RANKIN WARD 1,2,WRITE-IN,1,
78,1,DEM,,,Constable RANKIN WARD 2,1,Lawrence A. Connor,1,
1,1,DEM,,,Constable RANKIN WARD 2,2,WRITE-IN,1,
50,1,DEM,,,Constable RANKIN WARD 3,1,Nekodi Mudd,1,
0,1,DEM,,,Constable RANKIN WARD 3,2,WRITE-IN,1,
1,1,DEM,,,Constable SEWICKLEY WARD 1,1,WRITE-IN,1,
1,2,DEM,,,Constable SEWICKLEY WARD 2,1,WRITE-IN,1,
1,1,DEM,,,Constable SEWICKLEY WARD 3,1,WRITE-IN,1,
3,2,DEM,,,Constable TARENTUM WARD 1,1,WRITE-IN,1,
49,1,DEM,,,Constable TARENTUM WARD 2,1,Jeffrey C. Killian,1,
1,1,DEM,,,Constable TARENTUM WARD 2,2,WRITE-IN,1,
9,2,DEM,,,Constable TARENTUM WARD 3,1,WRITE-IN,1,
3,2,DEM,,,Constable TURTLE CREEK WARD 1,1,WRITE-IN,1,
2,2,DEM,,,Constable TURTLE CREEK WARD 2,1,WRITE-IN,1,
117,2,DEM,,,Constable TURTLE CREEK WARD 3,1,Christopher Conley,1,
0,2,DEM,,,Constable TURTLE CREEK WARD 3,2,WRITE-IN,1,
405,6,DEM,,,Constable WILKINSBURG WARD 1,1,"Lonzo Boyce, Sr.",1,
4,6,DEM,,,Constable WILKINSBURG WARD 1,2,WRITE-IN,1,
321,5,DEM,,,Constable WILKINSBURG WARD 2,1,Rasul A. Aquil,1,
4,5,DEM,,,Constable WILKINSBURG WARD 2,2,WRITE-IN,1,
351,6,DEM,,,Constable WILKINSBURG WARD 3,1,Willie Sanders,1,
217,6,DEM,,,Constable WILKINSBURG WARD 3,2,William Francis,1,
2,6,DEM,,,Constable WILKINSBURG WARD 3,3,WRITE-IN,1,
5394,1319,REP,,,Justice of the Supreme Court,1,Correale Stevens,3,
11588,1319,REP,,,Justice of the Supreme Court,2,Anne Covey,3,
5766,1319,REP,,,Justice of the Supreme Court,3,Rebecca Warren,3,
15732,1319,REP,,,Justice of the Supreme Court,4,Mike George,3,
23674,1319,REP,,,Justice of the Supreme Court,5,Cheryl Allen,3,
28687,1319,REP,,,Justice of the Supreme Court,6,Judy Olson,3,
765,1319,REP,,,Justice of the Supreme Court,7,WRITE-IN,3,
25502,1319,REP,,,Judge of the Superior Court,1,Emil Giordano,1,
416,1319,REP,,,Judge of the Superior Court,2,WRITE-IN,1,
31233,1319,REP,,,Judge of the Commonwealth Court,1,Paul Lalley,1,
295,1319,REP,,,Judge of the Commonwealth Court,2,WRITE-IN,1,
11158,1319,REP,,,Judge of the Court of Common Pleas,1,Hugh Fitzpatrick McGough,3,
8634,1319,REP,,,Judge of the Court of Common Pleas,2,Richard Schubert,3,
14335,1319,REP,,,Judge of the Court of Common Pleas,3,Jennifer Staley McCrady,3,
14302,1319,REP,,,Judge of the Court of Common Pleas,4,P. J. Murray,3,
16986,1319,REP,,,Judge of the Court of Common Pleas,5,Dan Regan,3,
12042,1319,REP,,,Judge of the Court of Common Pleas,6,"William F. Caye, II",3,
7591,1319,REP,,,Judge of the Court of Common Pleas,7,Pauline Calabrese,3,
346,1319,REP,,,Judge of the Court of Common Pleas,8,WRITE-IN,3,
1195,1319,REP,,,County Chief Executive,1,WRITE-IN,1,
1834,1319,REP,,,County Controller,1,WRITE-IN,1,
782,1319,REP,,,District Attorney,1,WRITE-IN,1,
1348,1319,REP,,,County Treasurer,1,WRITE-IN,1,
23912,1319,REP,,,Member of County Council At-Large,1,Sam DeMarco,1,
249,1319,REP,,,Member of County Council At-Large,2,WRITE-IN,1,
2498,70,REP,,,Member of County Council DISTRICT 2,1,Mary Anne Eisenreich,1,
2575,70,REP,,,Member of County Council DISTRICT 2,2,Cindy Kirk,1,
9,70,REP,,,Member of County Council DISTRICT 2,3,WRITE-IN,1,
3930,88,REP,,,Member of County Council DISTRICT 5,1,Sue Means,1,
37,88,REP,,,Member of County Council DISTRICT 5,2,WRITE-IN,1,
69,98,REP,,,Member of County Council DISTRICT 6,1,WRITE-IN,1,
60,105,REP,,,Member of County Council DISTRICT 7,1,WRITE-IN,1,
26,133,REP,,,Member of County Council DISTRICT 10,1,WRITE-IN,1,
164,113,REP,,,Member of County Council DISTRICT 11,1,WRITE-IN,1,
53,116,REP,,,Member of County Council DISTRICT 13,1,WRITE-IN,1,
181,402,REP,,,Controller CITYWIDE,1,WRITE-IN,1,
32,39,REP,,,Member of Council DISTRICT 1,1,WRITE-IN,1,
13,41,REP,,,Member of Council DISTRICT 3,1,WRITE-IN,1,
42,47,REP,,,Member of Council DISTRICT 5,1,WRITE-IN,1,
16,46,REP,,,Member of Council DISTRICT 7,1,WRITE-IN,1,
22,60,REP,,,Member of Council DISTRICT 9,1,WRITE-IN,1,
183,51,REP,,,School Director DISTRICT 2,1,Regina B. Holley,1,
7,51,REP,,,School Director DISTRICT 2,2,WRITE-IN,1,
164,37,REP,,,School Director DISTRICT 4,1,Lynda Wrenn,1,
149,37,REP,,,School Director DISTRICT 4,2,Kirk B. Burkley,1,
3,37,REP,,,School Director DISTRICT 4,3,WRITE-IN,1,
110,49,REP,,,School Director DISTRICT 6,1,Samuel J. Hurst,1,
186,49,REP,,,School Director DISTRICT 6,2,Moira B. Kaleida,1,
112,49,REP,,,School Director DISTRICT 6,3,Tracy Link,1,
4,49,REP,,,School Director DISTRICT 6,4,WRITE-IN,1,
106,42,REP,,,School Director DISTRICT 8,1,Rosemary Moriarty,1,
6,42,REP,,,School Director DISTRICT 8,2,WRITE-IN,1,
1289,40,REP,,,Magisterial District Judge 05-02-02,1,Richard G. Opiela,1,
7,40,REP,,,Magisterial District Judge 05-02-02,2,WRITE-IN,1,
918,27,REP,,,Magisterial District Judge 05-02-04,1,Elissa M. Lang,1,
513,27,REP,,,Magisterial District Judge 05-02-04,2,Barry Wingard,1,
4,27,REP,,,Magisterial District Judge 05-02-04,3,WRITE-IN,1,
420,60,REP,,,Magisterial District Judge 05-02-06,1,Irene McLaughlin,1,
632,60,REP,,,Magisterial District Judge 05-02-06,2,John Petrucci,1,
444,60,REP,,,Magisterial District Judge 05-02-06,3,Anthony L. DeLuca,1,
7,60,REP,,,Magisterial District Judge 05-02-06,4,WRITE-IN,1,
53,20,REP,,,Magisterial District Judge 05-02-11,1,Rodger J. Blissman,1,
28,20,REP,,,Magisterial District Judge 05-02-11,2,Jeff Woodard,1,
319,20,REP,,,Magisterial District Judge 05-02-11,3,Roxanne Sakoian Eichler,1,
140,20,REP,,,Magisterial District Judge 05-02-11,4,Jeff Filia,1,
31,20,REP,,,Magisterial District Judge 05-02-11,5,WRITE-IN,1,
744,26,REP,,,Magisterial District Judge 05-02-17,1,David Barton,1,
9,26,REP,,,Magisterial District Judge 05-02-17,2,WRITE-IN,1,
412,28,REP,,,Magisterial District Judge 05-02-18,1,Ralph Kaiser,1,
38,28,REP,,,Magisterial District Judge 05-02-18,2,Michael O'Leary,1,
132,28,REP,,,Magisterial District Judge 05-02-18,3,Francis J. Scott,1,
248,28,REP,,,Magisterial District Judge 05-02-18,4,Ralph E. Miller,1,
8,28,REP,,,Magisterial District Judge 05-02-18,5,WRITE-IN,1,
1477,48,REP,,,Magisterial District Judge 05-02-19,1,Blaise P. Larotonda,1,
21,48,REP,,,Magisterial District Judge 05-02-19,2,WRITE-IN,1,
942,46,REP,,,Magisterial District Judge 05-02-20,1,Molly Maguire Gaussa,1,
1115,46,REP,,,Magisterial District Judge 05-02-20,2,James H. Modrak,1,
1597,46,REP,,,Magisterial District Judge 05-02-20,3,Ron Arnoni,1,
6,46,REP,,,Magisterial District Judge 05-02-20,4,WRITE-IN,1,
868,20,REP,,,Magisterial District Judge 05-02-21,1,Maureen McGraw-Desmet,1,
15,20,REP,,,Magisterial District Judge 05-02-21,2,WRITE-IN,1,
465,23,REP,,,Magisterial District Judge 05-02-22,1,Craig Stephens,1,
183,23,REP,,,Magisterial District Judge 05-02-22,2,Marc D. Daffner,1,
272,23,REP,,,Magisterial District Judge 05-02-22,3,Joe Riley,1,
35,23,REP,,,Magisterial District Judge 05-02-22,4,WRITE-IN,1,
1174,25,REP,,,Magisterial District Judge 05-02-25,1,Mary P. Murray,1,
458,25,REP,,,Magisterial District Judge 05-02-25,2,Aaron M. Tomczak,1,
63,25,REP,,,Magisterial District Judge 05-02-25,3,WRITE-IN,1,
291,38,REP,,,Magisterial District Judge 05-02-38,1,Jim Motznik,1,
9,38,REP,,,Magisterial District Judge 05-02-38,2,WRITE-IN,1,
9,24,REP,,,Magisterial District Judge 05-02-40,1,WRITE-IN,1,
95,30,REP,,,Magisterial District Judge 05-02-42,1,Brian Weismantle,1,
132,30,REP,,,Magisterial District Judge 05-02-42,2,"Robert P. Ravenstahl, Jr.",1,
9,30,REP,,,Magisterial District Judge 05-02-42,3,WRITE-IN,1,
3,29,REP,,,Magisterial District Judge 05-02-47,1,WRITE-IN,1,
94,29,REP,,,Magisterial District Judge 05-03-04,1,Steven Valenza,1,
239,29,REP,,,Magisterial District Judge 05-03-04,2,Brian M. O'Malley,1,
342,29,REP,,,Magisterial District Judge 05-03-04,3,Jane Kohan Bittner,1,
43,29,REP,,,Magisterial District Judge 05-03-04,4,Joseph Shurina,1,
629,29,REP,,,Magisterial District Judge 05-03-04,5,Tom Swan,1,
31,29,REP,,,Magisterial District Judge 05-03-04,6,"Donald T. Murphy, Jr.",1,
672,29,REP,,,Magisterial District Judge 05-03-04,7,Doug Austin,1,
170,29,REP,,,Magisterial District Judge 05-03-04,8,Mike McMullen,1,
267,29,REP,,,Magisterial District Judge 05-03-04,9,"Daniel E. Kline, Sr.",1,
4,29,REP,,,Magisterial District Judge 05-03-04,10,WRITE-IN,1,
329,11,REP,,,Magisterial District Judge 05-03-05,1,"Thomas G. Miller, Jr.",1,
2,11,REP,,,Magisterial District Judge 05-03-05,2,WRITE-IN,1,
259,24,REP,,,Magisterial District Judge 05-03-09,1,Armand A. Martin,1,
5,24,REP,,,Magisterial District Judge 05-03-09,2,WRITE-IN,1,
5,14,REP,,,Magisterial District Judge 05-03-10,1,WRITE-IN,1,
3,35,REP,,,Magisterial District Judge 05-03-12,1,WRITE-IN,1,
164,21,REP,,,School Director At Large v3 t4 STEEL VALLEY,1,David J. Colasante,3,
134,21,REP,,,School Director At Large v3 t4 STEEL VALLEY,2,Mary Yuhas,3,
80,21,REP,,,School Director At Large v3 t4 STEEL VALLEY,3,Donna Kiefer,3,
172,21,REP,,,School Director At Large v3 t4 STEEL VALLEY,4,Thomas Olson,3,
97,21,REP,,,School Director At Large v3 t4 STEEL VALLEY,5,Donald M. Bajus,3,
137,21,REP,,,School Director At Large v3 t4 STEEL VALLEY,6,Addison A. Brenner,3,
199,21,REP,,,School Director At Large v3 t4 STEEL VALLEY,7,James Bulger,3,
121,21,REP,,,School Director At Large v3 t4 STEEL VALLEY,8,Kathy M. Ligeros,3,
25,21,REP,,,School Director At Large v3 t4 STEEL VALLEY,9,WRITE-IN,3,
3,12,REP,,,School Director At-Large CLAIRTON,1,WRITE-IN,1,
17,18,REP,,,School Director At-Large STO-ROX,1,WRITE-IN,1,
13,18,REP,,,School Director At-Large v1 t2 STO-ROX,1,WRITE-IN,1,
233,10,REP,,,School Director ALLEGHENY VALLEY,1,Donald Rocco,5,
235,10,REP,,,School Director ALLEGHENY VALLEY,2,Glenna L. Renaldi,5,
256,10,REP,,,School Director ALLEGHENY VALLEY,3,Steve Puskar,5,
255,10,REP,,,School Director ALLEGHENY VALLEY,4,"James M. Gaschler, Jr.",5,
294,10,REP,,,School Director ALLEGHENY VALLEY,5,Elizabeth Ann Moretti,5,
210,10,REP,,,School Director ALLEGHENY VALLEY,6,Jimette M. Gilmartin,5,
15,10,REP,,,School Director ALLEGHENY VALLEY,7,WRITE-IN,5,
250,9,REP,,,School Director AVONWORTH,1,Jeffrey Carraway,5,
300,9,REP,,,School Director AVONWORTH,2,David G. Oberdick,5,
270,9,REP,,,School Director AVONWORTH,3,John F. Brandt,5,
279,9,REP,,,School Director AVONWORTH,4,Kristin M. Thompson,5,
53,9,REP,,,School Director AVONWORTH,5,WRITE-IN,5,
249,38,REP,,,School Director BALDWIN WHITEHALL,1,Lora Falcone Kalwarski,5,
279,38,REP,,,School Director BALDWIN WHITEHALL,2,Ray Rosing,5,
740,38,REP,,,School Director BALDWIN WHITEHALL,3,Anthony J. DiCesaro,5,
800,38,REP,,,School Director BALDWIN WHITEHALL,4,"Louis J. Rainaldi, Jr.",5,
955,38,REP,,,School Director BALDWIN WHITEHALL,5,Tracy L. Macek,5,
170,38,REP,,,School Director BALDWIN WHITEHALL,6,Courtney Kijanka,5,
765,38,REP,,,School Director BALDWIN WHITEHALL,7,Daniel G. Knezevich,5,
283,38,REP,,,School Director BALDWIN WHITEHALL,8,Richard J. Kirsch,5,
181,38,REP,,,School Director BALDWIN WHITEHALL,9,Timothy Storino,5,
691,38,REP,,,School Director BALDWIN WHITEHALL,10,Janice M. Tarson,5,
385,38,REP,,,School Director BALDWIN WHITEHALL,11,John DelGreco,5,
21,38,REP,,,School Director BALDWIN WHITEHALL,12,WRITE-IN,5,
1279,29,REP,,,School Director BETHEL PARK,1,David J. Amaditz,5,
1452,29,REP,,,School Director BETHEL PARK,2,Jim Means,5,
1414,29,REP,,,School Director BETHEL PARK,3,Donna Cook,5,
1191,29,REP,,,School Director BETHEL PARK,4,Barry Christenson,5,
271,29,REP,,,School Director BETHEL PARK,5,WRITE-IN,5,
145,10,REP,,,School Director BRENTWOOD,1,Amy L. Hayden,5,
146,10,REP,,,School Director BRENTWOOD,2,David P. Schaap,5,
151,10,REP,,,School Director BRENTWOOD,3,Roger E. Gaughan,5,
127,10,REP,,,School Director BRENTWOOD,4,Richard H. Briner,5,
172,10,REP,,,School Director BRENTWOOD,5,"Robert F. Kircher, Jr.",5,
118,10,REP,,,School Director BRENTWOOD,6,"Dominic E. Woods, Sr.",5,
32,10,REP,,,School Director BRENTWOOD,7,WRITE-IN,5,
206,15,REP,,,School Director CARLYNTON,1,Monica Dugan,5,
196,15,REP,,,School Director CARLYNTON,2,George Honchar,5,
200,15,REP,,,School Director CARLYNTON,3,Kelly Zaletski,5,
185,15,REP,,,School Director CARLYNTON,4,Marissa Mendoza-Burcham,5,
222,15,REP,,,School Director CARLYNTON,5,Jim Schriver,5,
6,15,REP,,,School Director CARLYNTON,6,WRITE-IN,5,
709,27,REP,,,School Director CHARTIERS VALLEY,1,Jamie A. Stevenson,5,
691,27,REP,,,School Director CHARTIERS VALLEY,2,Sandra Zeleznik,5,
678,27,REP,,,School Director CHARTIERS VALLEY,3,Robert Kearney,5,
768,27,REP,,,School Director CHARTIERS VALLEY,4,Jeff Choura,5,
656,27,REP,,,School Director CHARTIERS VALLEY,5,Mark Kuczinski,5,
36,27,REP,,,School Director CHARTIERS VALLEY,6,WRITE-IN,5,
