SAMPLE_NO,YEAR,LABNO,EASTING,NORTHING,TIO2,V,CO,GA,RB,SR,Y,ZR,NB,BI,TH,AG,CS,LA
550212,1994,1994,258290,386470,0.875,85.0,32.0,19.0,111.0,91.0,24.0,604.0,16.2,0.25,9.10,0.50,0.5,48.0
550213,1994,1994,246210,389790,1.107,70.0,8.0,14.0,74.0,184.0,37.0,1278.0,20.7,0.60,9.60,0.50,0.5,33.0
550214,1994,1994,258300,389300,1.173,124.0,102.0,22.0,122.0,94.0,32.0,698.0,23.8,0.25,9.40,0.50,,54.0
550215,1994,1994,241180,401630,0.718,61.0,26.0,11.0,48.0,161.0,26.0,727.0,14.0,0.25,7.40,0.50,,32.0
550216,1994,1994,241190,397490,0.801,94.0,48.0,14.0,70.0,103.0,31.0,992.0,17.7,0.60,7.90,0.50,0.5,48.0
550217,1994,1994,240300,398390,0.917,87.0,22.0,15.0,69.0,110.0,28.0,815.0,19.5,0.50,8.20,0.50,,34.0
550218,1994,1994,250700,396080,0.933,183.0,58.0,18.0,34.0,139.0,26.0,184.0,15.8,0.25,6.60,1.00,0.5,21.0
550219,1994,1994,243100,401690,0.900,73.0,14.0,17.0,84.0,183.0,28.0,1164.0,20.8,0.50,8.70,0.50,,32.0
550220,1994,1994,242420,388120,0.668,62.0,16.0,9.0,35.0,78.0,16.0,383.0,11.6,0.25,6.60,0.50,,54.0
550221,1994,1994,246380,397410,1.024,162.0,33.0,18.0,58.0,155.0,29.0,450.0,19.7,0.25,7.90,0.50,,31.0
550223,1994,1994,242020,394450,0.917,109.0,34.0,23.0,125.0,102.0,32.0,594.0,23.1,0.50,9.50,0.50,,32.0
550224,1994,1994,245420,394550,0.875,146.0,41.0,15.0,58.0,137.0,39.0,464.0,16.4,0.25,7.60,2.00,0.5,22.0
550225,1994,1994,245670,393300,1.231,163.0,39.0,20.0,76.0,114.0,35.0,768.0,23.4,0.25,8.80,0.50,0.5,31.0
550226,1994,1994,242300,402000,0.884,79.0,34.0,15.0,64.0,191.0,35.0,767.0,17.9,0.25,8.10,0.50,,51.0
550227,1994,1994,254070,387560,1.273,114.0,38.0,21.0,107.0,101.0,36.0,834.0,25.3,0.25,9.10,0.50,,55.0
550228,1994,1994,244280,400150,0.941,83.0,54.0,17.0,91.0,122.0,32.0,1141.0,23.3,0.25,9.30,0.50,0.5,43.0
550229,1994,1994,256370,392050,1.090,133.0,48.0,25.0,132.0,116.0,36.0,764.0,23.2,0.25,9.90,0.50,,47.0
550230,1994,1994,252910,387790,1.355,130.0,28.0,25.0,129.0,88.0,46.0,1279.0,26.9,0.25,10.20,0.50,,72.0
550231,1994,1994,257020,393050,0.925,120.0,32.0,25.0,143.0,98.0,35.0,569.0,22.4,0.25,10.00,0.50,,61.0
550232,1994,1994,249860,399290,0.701,125.0,53.0,16.0,77.0,139.0,32.0,186.0,15.1,0.25,7.90,0.50,,47.0
550233,1994,1994,241520,387900,0.867,79.0,23.0,15.0,74.0,169.0,25.0,690.0,16.9,0.25,7.60,0.50,,30.0
550234,1994,1994,245310,398030,0.817,101.0,31.0,22.0,121.0,119.0,29.0,612.0,21.6,0.25,8.80,0.50,0.5,41.0
550235,1994,1994,247610,395480,0.900,150.0,31.0,25.0,147.0,118.0,34.0,480.0,22.6,0.25,9.30,0.50,,47.0
550236,1994,1994,241950,393770,0.784,87.0,31.0,17.0,93.0,94.0,29.0,940.0,19.0,0.25,8.90,0.50,0.5,36.0
550237,1994,1994,240350,396280,0.925,133.0,22.0,21.0,101.0,88.0,35.0,531.0,20.6,0.25,8.80,0.50,0.5,42.0
550238,1994,1994,243600,396700,0.933,122.0,34.0,22.0,111.0,103.0,27.0,605.0,22.3,0.25,8.50,0.50,0.5,38.0
550239,1994,1994,243260,400930,0.941,131.0,71.0,22.0,100.0,159.0,46.0,500.0,21.2,0.25,9.30,0.50,0.5,61.0
550240,1994,1994,248200,393670,1.157,137.0,32.0,20.0,86.0,115.0,37.0,964.0,23.2,0.25,8.80,0.50,,44.0
550241,1994,1994,250710,399800,0.759,133.0,39.0,15.0,51.0,155.0,27.0,330.0,14.7,0.25,7.90,3.00,0.5,31.0
550242,1994,1994,241000,386820,1.008,96.0,21.0,15.0,72.0,192.0,31.0,1277.0,18.3,0.60,8.50,0.50,,35.0
550243,1994,1994,259380,389090,0.958,95.0,26.0,21.0,119.0,107.0,23.0,704.0,19.0,0.60,9.10,0.50,,40.0
550244,1994,1994,243690,389730,0.983,46.0,9.0,12.0,60.0,126.0,41.0,3952.0,19.3,1.40,10.10,0.50,0.5,31.0
550245,1994,1994,248880,398610,0.900,79.0,12.0,16.0,75.0,129.0,25.0,368.0,19.9,0.25,8.50,0.50,0.5,38.0
550246,1994,1994,250510,399950,0.403,58.0,28.0,6.0,20.0,73.0,7.0,54.0,9.2,0.25,5.80,0.50,,25.0
550247,1994,1994,245420,393430,1.066,125.0,40.0,19.0,88.0,103.0,35.0,1294.0,20.6,0.25,9.60,0.50,,40.0
550248,1994,1994,247130,394520,1.115,161.0,33.0,22.0,102.0,126.0,35.0,562.0,21.4,0.25,9.40,0.50,,47.0
550249,1994,1994,249510,400630,0.966,57.0,41.0,10.0,44.0,100.0,27.0,1162.0,18.7,0.25,7.50,0.50,,47.0
550250,1994,1994,241220,388850,0.842,58.0,11.0,13.0,72.0,126.0,27.0,1309.0,17.3,0.70,8.50,0.50,0.5,29.0
550251,1994,1994,243310,394190,0.933,176.0,61.0,15.0,36.0,128.0,27.0,239.0,14.0,0.25,7.00,2.00,,27.0
550252,1994,1994,241010,392150,0.842,71.0,16.0,15.0,89.0,94.0,33.0,1933.0,17.6,0.25,9.80,0.50,0.5,43.0
550253,1994,1994,255450,387990,1.033,116.0,33.0,22.0,122.0,79.0,34.0,642.0,18.8,0.25,9.80,0.50,,58.0
550254,1994,1994,245100,399880,0.908,83.0,22.0,19.0,97.0,124.0,31.0,670.0,22.6,0.25,8.90,0.50,0.5,46.0
550255,1994,1994,258920,389600,1.231,123.0,52.0,22.0,117.0,110.0,34.0,896.0,25.4,0.25,10.00,0.50,,57.0
550256,1994,1994,249010,396220,0.917,138.0,37.0,15.0,56.0,155.0,27.0,487.0,17.3,0.50,7.70,0.50,,29.0
550257,1994,1994,247450,389940,0.776,88.0,28.0,15.0,123.0,73.0,25.0,752.0,16.6,0.25,8.50,0.50,0.5,36.0
550258,1994,1994,243450,389280,0.975,76.0,14.0,15.0,56.0,164.0,24.0,807.0,17.4,0.25,8.00,0.50,,26.0
550259,1994,1994,240830,393080,0.875,102.0,24.0,15.0,85.0,100.0,27.0,757.0,18.4,0.25,8.10,0.50,0.5,29.0
550260,1994,1994,244780,390700,0.751,81.0,29.0,17.0,126.0,80.0,28.0,370.0,16.3,0.25,8.60,0.50,0.5,36.0
550261,1994,1994,247430,374720,0.966,95.0,31.0,20.0,104.0,85.0,27.0,1015.0,18.6,0.25,10.50,0.50,0.5,48.0
550262,1994,1994,246270,400580,0.759,77.0,20.0,16.0,93.0,128.0,25.0,639.0,17.1,0.25,8.30,0.50,,35.0
550263,1994,1994,255980,393950,0.925,113.0,28.0,28.0,155.0,103.0,37.0,682.0,23.8,0.60,10.60,0.50,0.5,68.0
550264,1994,1994,240400,392590,0.801,86.0,26.0,16.0,90.0,103.0,28.0,802.0,18.0,0.25,7.70,0.50,,28.0
550265,1994,1994,240650,396500,0.950,165.0,87.0,17.0,63.0,135.0,36.0,411.0,18.0,0.25,7.50,0.50,,30.0
550266,1994,1994,240220,393200,0.817,78.0,16.0,13.0,93.0,79.0,39.0,1716.0,17.6,0.50,9.60,0.50,2.0,38.0
550267,1994,1994,243170,398310,0.867,99.0,44.0,22.0,116.0,120.0,31.0,727.0,21.7,0.25,9.10,0.50,,42.0
550269,1994,1994,242030,399190,0.768,100.0,21.0,22.0,132.0,187.0,44.0,554.0,19.3,0.50,10.00,0.50,0.5,51.0
550270,1994,1994,241510,394110,1.024,155.0,43.0,16.0,61.0,125.0,28.0,567.0,17.7,0.25,7.90,0.50,0.5,30.0
550271,1994,1994,258870,396410,1.215,217.0,33.0,25.0,93.0,115.0,37.0,648.0,24.8,0.60,8.60,0.50,,34.0
550272,1994,1994,240580,397330,1.008,108.0,27.0,16.0,73.0,104.0,31.0,928.0,19.6,0.50,8.40,0.50,0.5,37.0
550273,1994,1994,259940,390300,1.124,130.0,33.0,26.0,139.0,89.0,44.0,741.0,24.9,0.50,10.70,0.50,,74.0
550274,1994,1994,242820,394800,0.784,85.0,27.0,22.0,132.0,106.0,32.0,555.0,23.2,0.25,9.90,0.50,,53.0
550276,1994,1994,254220,388790,1.099,147.0,28.0,27.0,138.0,111.0,42.0,653.0,26.0,0.25,10.30,0.50,,67.0
550277,1994,1994,242980,391100,0.710,50.0,9.0,11.0,56.0,71.0,20.0,444.0,13.5,0.25,6.90,0.50,0.5,22.0
550279,1994,1994,243010,392300,0.875,94.0,16.0,19.0,145.0,61.0,37.0,717.0,18.4,0.25,9.90,0.50,4.0,50.0
550280,1994,1994,247320,399800,0.759,48.0,6.0,10.0,38.0,100.0,17.0,529.0,15.1,0.25,7.10,0.50,0.5,21.0
550281,1994,1994,254220,388790,1.090,141.0,21.0,26.0,138.0,111.0,37.0,649.0,26.2,0.50,10.30,0.50,,63.0
550282,1994,1994,258100,388570,1.281,107.0,51.0,21.0,110.0,109.0,32.0,1291.0,24.2,0.25,9.40,0.50,,47.0
550283,1994,1994,246200,397900,0.941,123.0,33.0,20.0,90.0,130.0,28.0,551.0,21.2,0.60,8.30,0.50,0.5,35.0
550284,1994,1994,248930,392190,1.016,101.0,34.0,21.0,116.0,111.0,36.0,1178.0,23.1,0.25,9.10,0.50,,49.0
550285,1994,1994,240700,388930,0.792,85.0,27.0,14.0,65.0,104.0,27.0,340.0,14.7,0.25,7.90,0.50,0.5,47.0
550287,1994,1994,257680,387750,0.983,89.0,20.0,20.0,109.0,102.0,24.0,876.0,19.0,0.25,9.20,0.50,,37.0
550288,1994,1994,240420,393500,0.892,86.0,29.0,16.0,95.0,80.0,32.0,1227.0,19.7,0.25,9.10,0.50,0.5,40.0
550289,1994,1994,245400,397510,0.701,105.0,229.0,17.0,97.0,123.0,27.0,667.0,15.8,0.25,8.90,0.50,,42.0
550290,1994,1994,241930,398870,0.950,100.0,21.0,23.0,157.0,159.0,32.0,1075.0,21.7,0.50,10.50,0.50,,46.0
550291,1994,1994,244280,397350,0.867,93.0,32.0,19.0,101.0,104.0,28.0,655.0,21.1,0.25,8.90,0.50,,40.0
550292,1994,1994,259080,386550,0.966,98.0,48.0,17.0,93.0,75.0,25.0,716.0,16.7,0.25,8.60,0.50,0.5,53.0
550293,1994,1994,247560,392100,0.975,111.0,28.0,19.0,99.0,120.0,35.0,980.0,21.3,0.25,8.70,0.50,,47.0
550294,1994,1994,248100,398280,0.420,86.0,32.0,8.0,24.0,140.0,10.0,79.0,10.1,0.25,5.70,0.50,,35.0
550295,1994,1994,246780,397490,1.074,114.0,26.0,19.0,84.0,124.0,33.0,890.0,23.6,0.25,8.00,0.50,,41.0
550296,1994,1994,245620,392150,0.983,90.0,21.0,19.0,101.0,106.0,42.0,1563.0,22.4,0.70,9.80,0.50,,50.0
550297,1994,1994,243220,394630,0.817,113.0,18.0,16.0,78.0,100.0,27.0,642.0,16.6,0.50,9.10,0.50,,35.0
550298,1994,1994,249310,397430,0.817,113.0,21.0,21.0,117.0,155.0,31.0,580.0,19.2,0.25,9.70,0.50,,43.0
550299,1994,1994,240260,399850,0.933,82.0,17.0,15.0,67.0,150.0,29.0,883.0,19.8,0.25,8.00,0.50,0.5,39.0
550300,1994,1994,245110,394610,0.991,162.0,32.0,16.0,57.0,125.0,45.0,474.0,18.4,0.25,8.00,0.50,,41.0
550301,1994,1994,258940,400300,1.124,146.0,38.0,22.0,98.0,103.0,31.0,796.0,22.3,0.60,8.00,0.50,,41.0
550302,1994,1994,255580,399210,0.966,138.0,32.0,24.0,123.0,94.0,34.0,686.0,22.7,0.25,10.10,0.50,,49.0
550303,1994,1994,249400,387830,0.983,84.0,23.0,16.0,110.0,79.0,29.0,1471.0,19.3,0.50,9.20,0.50,0.5,39.0
550304,1994,1994,243550,373020,0.826,96.0,22.0,17.0,99.0,105.0,25.0,473.0,15.9,0.25,9.00,0.50,0.5,41.0
550305,1994,1994,238600,367320,0.958,128.0,31.0,20.0,104.0,116.0,29.0,665.0,17.2,0.25,9.40,0.50,1.0,44.0
550306,1994,1994,258080,393490,1.124,147.0,32.0,24.0,122.0,122.0,36.0,706.0,23.0,0.25,8.60,0.50,,54.0
550307,1994,1994,238630,372200,0.933,77.0,32.0,15.0,84.0,99.0,26.0,1138.0,17.3,0.25,8.90,0.50,,45.0
550308,1994,1994,240250,371980,0.991,81.0,24.0,16.0,92.0,99.0,31.0,1078.0,18.4,0.50,9.60,0.50,,50.0
550309,1994,1994,256210,397650,1.082,104.0,27.0,22.0,118.0,97.0,34.0,903.0,24.5,0.25,9.50,0.50,0.5,49.0
550310,1994,1994,237960,371790,0.776,94.0,35.0,18.0,117.0,98.0,29.0,398.0,16.6,0.25,9.20,0.50,0.5,47.0
550311,1994,1994,257200,399830,0.884,97.0,21.0,24.0,135.0,87.0,26.0,729.0,22.5,0.25,9.40,0.50,,33.0
550312,1994,1994,259500,394930,0.917,123.0,44.0,24.0,133.0,99.0,37.0,692.0,20.4,0.25,10.40,0.50,,65.0
550313,1994,1994,255780,398320,0.867,136.0,83.0,21.0,103.0,99.0,35.0,539.0,19.9,0.25,9.50,0.50,,57.0
550314,1994,1994,257000,399950,0.975,93.0,23.0,20.0,102.0,86.0,37.0,871.0,23.6,0.25,9.10,0.50,,59.0
550315,1994,1994,237770,372480,0.759,69.0,15.0,14.0,88.0,86.0,20.0,689.0,15.3,0.25,8.00,0.50,0.5,35.0
550316,1994,1994,249590,394530,0.776,160.0,89.0,11.0,18.0,105.0,23.0,288.0,11.9,0.25,6.40,4.00,,20.0
550318,1994,1994,247290,385250,1.256,151.0,40.0,20.0,93.0,116.0,33.0,790.0,22.1,0.25,8.60,0.50,,44.0
550319,1994,1994,253300,391400,1.248,127.0,41.0,22.0,107.0,123.0,47.0,1028.0,23.8,0.25,9.20,0.50,,62.0
550320,1994,1994,241310,375050,0.768,90.0,34.0,18.0,106.0,96.0,27.0,524.0,16.0,0.25,9.20,0.50,,50.0
550321,1994,1994,240570,373280,0.801,88.0,31.0,18.0,96.0,93.0,26.0,643.0,15.9,0.25,9.10,0.50,,42.0
550322,1994,1994,241110,378800,0.668,57.0,23.0,8.0,42.0,60.0,18.0,647.0,12.3,0.25,6.90,0.50,,37.0
550323,1994,1994,250400,386800,1.008,84.0,21.0,15.0,85.0,105.0,32.0,1454.0,19.7,0.25,9.30,0.50,,37.0
550324,1994,1994,254040,393860,1.057,118.0,23.0,22.0,92.0,97.0,33.0,869.0,21.9,0.25,9.70,0.50,,42.0
550325,1994,1994,249830,393350,1.024,116.0,44.0,17.0,73.0,117.0,31.0,662.0,20.8,0.25,7.60,0.50,,42.0
550326,1994,1994,250780,393720,1.033,104.0,55.0,19.0,97.0,104.0,36.0,1158.0,22.7,0.25,8.90,0.50,,51.0
550327,1994,1994,257600,395530,1.024,156.0,42.0,23.0,112.0,106.0,32.0,643.0,26.6,0.25,8.60,0.50,,39.0
550328,1994,1994,241110,376060,0.817,60.0,11.0,13.0,74.0,101.0,26.0,881.0,16.4,0.70,7.60,0.50,0.5,37.0
550329,1994,1994,252270,387210,1.041,149.0,38.0,28.0,147.0,96.0,37.0,617.0,25.0,0.25,9.40,0.50,,60.0
550330,1994,1994,256920,397990,1.041,146.0,27.0,25.0,126.0,100.0,31.0,660.0,25.4,0.25,8.90,0.50,,39.0
550331,1994,1994,252720,390330,1.165,123.0,45.0,22.0,119.0,101.0,43.0,802.0,24.5,0.25,9.60,0.50,,63.0
550332,1994,1994,254240,390170,1.190,123.0,27.0,22.0,115.0,90.0,46.0,705.0,24.9,0.25,10.20,0.50,0.5,83.0
550333,1994,1994,259170,398500,1.430,228.0,32.0,22.0,72.0,112.0,36.0,999.0,20.2,0.50,8.00,0.50,,27.0
550334,1994,1994,251800,392210,1.074,134.0,58.0,22.0,109.0,141.0,42.0,883.0,23.2,0.25,10.10,0.50,,57.0
550335,1994,1994,244500,384040,1.033,131.0,55.0,20.0,97.0,98.0,34.0,980.0,22.8,0.25,8.80,0.50,,56.0
550336,1994,1994,243530,383630,0.933,108.0,37.0,19.0,109.0,110.0,32.0,976.0,20.6,0.25,9.20,0.50,,47.0
550337,1994,1994,257660,399690,1.306,162.0,23.0,22.0,81.0,99.0,26.0,917.0,23.2,0.50,7.40,0.50,,27.0
550338,1994,1994,259790,392030,1.529,142.0,23.0,23.0,121.0,124.0,42.0,1570.0,28.2,0.25,9.30,0.50,,56.0
550339,1994,1994,246690,386310,1.115,94.0,20.0,16.0,83.0,100.0,29.0,976.0,21.6,0.25,8.20,0.50,,42.0
550340,1994,1994,258050,400100,1.124,140.0,24.0,21.0,89.0,92.0,23.0,507.0,21.8,0.25,7.30,0.50,,26.0
550341,1994,1994,255300,391730,0.966,136.0,33.0,27.0,151.0,106.0,35.0,535.0,23.5,0.60,9.50,0.50,,56.0
550342,1994,1994,240680,382520,1.033,122.0,22.0,21.0,108.0,116.0,65.0,913.0,21.2,0.25,9.50,0.50,,65.0
550343,1994,1994,251220,388300,1.165,139.0,20.0,25.0,173.0,177.0,52.0,816.0,25.9,0.25,9.70,0.50,3.0,147.0
550345,1994,1994,250150,392210,0.991,111.0,31.0,22.0,110.0,116.0,34.0,799.0,23.4,0.60,9.40,0.50,0.5,49.0
550346,1994,1994,241860,378000,0.809,78.0,20.0,15.0,95.0,88.0,29.0,986.0,16.4,0.25,8.50,0.50,0.5,42.0
550347,1994,1994,241800,373720,1.148,154.0,32.0,35.0,166.0,74.0,27.0,750.0,19.8,0.25,11.80,0.50,0.5,44.0
550348,1994,1994,247880,387930,0.884,75.0,20.0,15.0,90.0,90.0,32.0,1036.0,17.5,0.25,8.70,0.50,0.5,41.0
550349,1994,1994,240310,377030,0.850,66.0,15.0,15.0,95.0,106.0,32.0,787.0,18.0,0.50,8.40,0.50,0.5,42.0
550350,1994,1994,247400,387350,0.834,83.0,21.0,15.0,79.0,100.0,27.0,591.0,16.0,0.25,8.30,0.50,0.5,36.0
550351,1994,1994,259300,395210,1.289,210.0,32.0,27.0,105.0,137.0,36.0,722.0,22.8,0.25,8.50,0.50,,36.0
550352,1994,1994,237500,367320,0.917,120.0,27.0,18.0,90.0,105.0,25.0,508.0,16.6,0.25,8.80,0.50,0.5,39.0
550354,1994,1994,247400,386620,1.157,98.0,20.0,17.0,89.0,102.0,33.0,1088.0,22.0,0.25,9.10,0.50,,42.0
550355,1994,1994,251620,390570,1.364,222.0,46.0,23.0,88.0,145.0,41.0,789.0,21.2,0.25,9.50,0.50,,51.0
550356,1994,1994,239780,373020,0.809,93.0,23.0,18.0,99.0,89.0,28.0,750.0,15.3,0.25,9.00,0.50,0.5,53.0
550357,1994,1994,249820,388900,1.124,96.0,16.0,21.0,113.0,93.0,33.0,1244.0,24.0,0.25,9.20,0.50,0.5,48.0
550358,1994,1994,256060,398900,1.041,99.0,22.0,22.0,119.0,87.0,33.0,1164.0,23.8,0.25,9.90,0.50,0.5,44.0
550359,1994,1994,255150,399200,0.900,89.0,60.0,19.0,98.0,91.0,28.0,794.0,21.2,0.25,8.90,0.50,,37.0
550360,1994,1994,238600,368360,0.999,123.0,20.0,18.0,98.0,126.0,31.0,884.0,17.8,0.25,9.70,0.50,0.5,46.0
550361,1994,1994,256920,395660,0.908,97.0,39.0,22.0,126.0,91.0,44.0,668.0,22.5,0.25,9.20,0.50,0.5,66.0
550363,1994,1994,256420,390300,1.289,115.0,27.0,22.0,112.0,106.0,36.0,705.0,25.7,0.25,9.00,0.50,,55.0
550364,1994,1994,241240,383300,0.867,91.0,20.0,21.0,139.0,110.0,41.0,702.0,20.8,0.25,10.20,0.50,,51.0
550365,1994,1994,256510,397740,0.908,108.0,52.0,22.0,117.0,101.0,36.0,709.0,21.8,0.25,9.70,0.50,0.5,51.0
550366,1994,1994,258250,391580,0.884,149.0,45.0,28.0,168.0,136.0,43.0,503.0,21.6,0.60,10.40,0.50,,80.0
550367,1994,1994,239930,378200,0.867,68.0,11.0,15.0,94.0,84.0,29.0,1056.0,17.5,0.25,9.40,0.50,0.5,36.0
550368,1994,1994,239550,367570,0.892,122.0,31.0,18.0,97.0,107.0,29.0,416.0,15.8,0.25,8.50,0.50,,42.0
550369,1994,1994,250900,388660,1.148,142.0,46.0,25.0,133.0,100.0,42.0,883.0,26.0,0.25,9.90,0.50,,64.0
550370,1994,1994,253940,392340,1.066,139.0,38.0,23.0,115.0,97.0,34.0,746.0,22.2,0.25,9.00,0.50,,48.0
550371,1994,1994,251920,393810,1.066,99.0,39.0,21.0,115.0,99.0,38.0,1006.0,24.6,0.25,10.10,0.50,,59.0
550372,1994,1994,237830,368330,1.082,120.0,31.0,22.0,126.0,191.0,32.0,800.0,19.9,0.25,11.10,0.50,0.5,57.0
550373,1994,1994,245200,383400,0.966,95.0,21.0,22.0,117.0,79.0,31.0,1028.0,20.9,0.25,9.30,0.50,,49.0
550374,1994,1994,253990,394000,1.157,231.0,42.0,22.0,76.0,114.0,39.0,543.0,17.7,0.25,8.10,0.50,0.5,35.0
550376,1994,1994,239200,368650,1.016,112.0,43.0,18.0,94.0,164.0,29.0,905.0,17.1,0.25,8.90,0.50,0.5,47.0
550377,1994,1994,242400,382950,0.966,90.0,17.0,17.0,101.0,96.0,54.0,1166.0,21.4,0.25,10.00,0.50,0.5,72.0
550378,1994,1994,242380,375810,0.776,69.0,21.0,13.0,77.0,92.0,27.0,541.0,15.7,0.25,8.30,0.50,0.5,46.0
550379,1994,1994,250400,390700,1.124,154.0,37.0,22.0,96.0,179.0,36.0,838.0,19.9,0.80,9.00,0.50,,42.0
550380,1994,1994,259960,397900,1.587,171.0,21.0,21.0,80.0,130.0,36.0,1092.0,23.7,0.50,8.90,0.50,,37.0
550381,1994,1994,257340,390810,1.099,130.0,50.0,23.0,131.0,110.0,42.0,668.0,23.5,0.25,9.80,0.50,,65.0
550382,1994,1994,259180,393770,1.347,155.0,27.0,22.0,109.0,126.0,36.0,1042.0,23.8,0.25,9.40,0.50,,42.0
550383,1994,1994,257230,395370,0.743,102.0,104.0,22.0,133.0,72.0,81.0,386.0,20.6,0.25,12.50,1.00,1.0,270.0
550384,1994,1994,258900,391900,1.182,149.0,44.0,25.0,128.0,143.0,35.0,847.0,24.0,0.50,9.30,0.50,,54.0
550385,1994,1994,254920,392970,0.917,113.0,46.0,25.0,141.0,96.0,36.0,805.0,21.9,0.25,10.20,0.50,,61.0
550386,1994,1994,250100,387450,1.082,132.0,32.0,23.0,143.0,92.0,38.0,932.0,24.1,0.25,9.40,0.50,,49.0
550388,1994,1994,248600,387420,0.975,64.0,16.0,13.0,80.0,85.0,31.0,1525.0,18.2,0.25,8.40,0.50,0.5,32.0
550389,1994,1994,254590,400110,0.975,122.0,29.0,22.0,115.0,93.0,32.0,687.0,21.9,0.25,9.50,0.50,,45.0
550390,1994,1994,239740,371710,0.792,78.0,50.0,18.0,99.0,98.0,29.0,656.0,16.0,0.25,9.80,0.50,,50.0
550391,1994,1994,240020,370300,0.900,87.0,29.0,20.0,106.0,129.0,33.0,749.0,17.7,0.25,10.80,0.50,0.5,61.0
550392,1994,1994,242250,383420,0.900,95.0,18.0,22.0,123.0,103.0,32.0,949.0,21.5,0.70,9.90,0.50,,45.0
550393,1994,1994,255100,393120,0.908,113.0,48.0,26.0,145.0,94.0,69.0,682.0,24.0,0.25,10.10,0.50,0.5,84.0
550394,1994,1994,249160,388280,0.925,87.0,14.0,20.0,133.0,117.0,37.0,669.0,21.3,0.25,9.20,0.50,,49.0
550395,1994,1994,241080,378100,0.784,84.0,29.0,17.0,112.0,81.0,31.0,495.0,16.6,0.25,9.50,0.50,0.5,44.0
550396,1994,1994,243550,373020,0.842,106.0,22.0,19.0,111.0,103.0,27.0,394.0,15.8,0.25,9.30,0.50,1.0,44.0
550397,1994,1994,241800,377330,0.768,74.0,27.0,15.0,86.0,97.0,29.0,672.0,15.6,0.25,8.20,0.50,,44.0
550398,1994,1994,259030,398040,1.173,231.0,32.0,23.0,75.0,135.0,34.0,585.0,18.3,0.70,8.10,0.50,0.5,28.0
550399,1994,1994,254260,399500,1.016,87.0,17.0,19.0,90.0,99.0,29.0,883.0,22.1,0.25,9.50,0.50,0.5,36.0
550400,1994,1994,241170,381300,0.941,99.0,26.0,24.0,133.0,105.0,37.0,1191.0,27.4,0.25,10.20,0.50,,58.0
550401,1994,1994,244820,386460,1.074,148.0,27.0,21.0,86.0,115.0,32.0,823.0,19.8,0.70,8.40,0.50,,40.0
550402,1995,4141,235870,349610,0.856,104.0,17.0,16.0,74.0,162.0,26.0,587.0,15.0,0.25,9.90,0.50,0.5,40.0
550403,1994,1994,246310,386220,0.991,124.0,32.0,22.0,116.0,119.0,31.0,492.0,20.9,0.25,9.60,0.50,,49.0
550404,1994,1994,245510,388780,0.975,73.0,14.0,16.0,99.0,131.0,41.0,934.0,20.0,0.25,9.60,0.50,0.5,44.0
550405,1995,4141,238300,352830,0.884,98.0,17.0,15.0,74.0,149.0,18.0,486.0,15.3,0.25,8.70,0.50,0.5,37.0
550406,1995,4141,236110,347230,0.648,51.0,9.0,9.0,47.0,158.0,20.0,595.0,12.7,0.25,7.10,0.50,0.5,27.0
550407,1994,1994,250680,383550,0.726,154.0,48.0,21.0,124.0,118.0,27.0,350.0,14.9,0.25,9.80,0.50,,55.0
550408,1995,4141,235310,357910,0.770,108.0,21.0,17.0,83.0,100.0,18.0,335.0,14.5,0.25,9.40,0.50,0.5,32.0
550409,1995,4141,226370,350830,0.700,90.0,19.0,16.0,101.0,181.0,22.0,213.0,15.2,0.25,10.20,0.50,1.0,33.0
550411,1995,4141,234770,359480,0.783,116.0,21.0,17.0,93.0,88.0,24.0,286.0,14.9,0.25,10.70,1.00,0.5,36.0
550412,1995,4141,234900,348280,0.682,64.0,11.0,13.0,62.0,163.0,25.0,442.0,14.1,0.25,8.90,0.50,0.5,35.0
550413,1995,4141,237450,350830,0.759,90.0,13.0,14.0,77.0,139.0,25.0,399.0,14.0,0.25,9.00,0.50,0.5,37.0
550414,1995,4141,231770,348170,0.901,96.0,14.0,13.0,63.0,180.0,38.0,1336.0,16.3,0.25,9.70,0.50,0.5,43.0
550415,1994,1994,242710,369350,0.801,98.0,20.0,15.0,88.0,100.0,31.0,319.0,15.1,0.25,8.10,0.50,0.5,42.0
550416,1994,1994,247620,382070,0.809,97.0,35.0,20.0,123.0,92.0,26.0,583.0,16.8,0.25,9.60,0.50,,48.0
550417,1994,1994,247870,381190,0.867,98.0,52.0,23.0,136.0,140.0,31.0,730.0,17.3,0.25,11.00,0.50,,55.0
550418,1994,1994,242220,372330,0.908,45.0,6.0,10.0,51.0,87.0,22.0,999.0,17.7,0.25,7.60,0.50,0.5,25.0
550419,1994,1994,241950,368850,0.867,110.0,27.0,17.0,95.0,86.0,24.0,523.0,16.9,0.25,9.20,0.50,0.5,40.0
550420,1995,4141,228820,351790,0.738,98.0,18.0,15.0,81.0,142.0,20.0,295.0,13.8,0.25,9.50,0.50,0.5,36.0
550421,1995,4141,229420,352770,0.789,105.0,20.0,16.0,86.0,120.0,20.0,340.0,14.9,0.25,9.80,0.50,0.5,34.0
550423,1995,4141,238450,350090,0.756,68.0,11.0,12.0,73.0,65.0,20.0,841.0,15.0,0.25,9.40,0.50,0.5,25.0
550424,1995,4141,230670,351890,0.687,81.0,15.0,14.0,69.0,149.0,18.0,530.0,13.3,0.25,8.70,0.50,0.5,29.0
