Councils,Variable,Date,Value ($000)
Horowhenua District,19 Total Assets,2012,453793
Horowhenua District,20 Public Debt,2012,45020
Horowhenua District,21 Non-current,2012,45020
Horowhenua District,22 Current,2012,0
Horowhenua District,23 Other Liabilities,2012,6138
Horowhenua District,24 Total Liabilities,2012,51158
Horowhenua District,25 Equity,2012,402635
Horowhenua District,14 Monetary Assets,2013,29065
Horowhenua District,16 Fixed Assets,2013,437010
Horowhenua District,17 Investment properties,2013,0
Horowhenua District,18 Other Assets,2013,3914
Horowhenua District,19 Total Assets,2013,469990
Horowhenua District,20 Public Debt,2013,47869
Horowhenua District,21 Non-current,2013,47869
Horowhenua District,22 Current,2013,0
Horowhenua District,23 Other Liabilities,2013,6166
Horowhenua District,24 Total Liabilities,2013,54035
Horowhenua District,25 Equity,2013,415954
Horowhenua District,14 Monetary Assets,2014,31678
Horowhenua District,16 Fixed Assets,2014,445651
Horowhenua District,17 Investment properties,2014,0
Horowhenua District,18 Other Assets,2014,3913
Horowhenua District,19 Total Assets,2014,481244
Horowhenua District,20 Public Debt,2014,48428
Horowhenua District,21 Non-current,2014,48428
Horowhenua District,22 Current,2014,0
Horowhenua District,23 Other Liabilities,2014,6295
Horowhenua District,24 Total Liabilities,2014,54723
Horowhenua District,25 Equity,2014,426520
Horowhenua District,14 Monetary Assets,2015,36770
Horowhenua District,16 Fixed Assets,2015,460872
Horowhenua District,17 Investment properties,2015,0
Horowhenua District,18 Other Assets,2015,3913
Horowhenua District,19 Total Assets,2015,501556
Horowhenua District,20 Public Debt,2015,58165
Horowhenua District,21 Non-current,2015,58165
Horowhenua District,22 Current,2015,0
Horowhenua District,23 Other Liabilities,2015,5866
Horowhenua District,24 Total Liabilities,2015,64031
Horowhenua District,25 Equity,2015,437524
Horowhenua District,14 Monetary Assets,2016,42893
Horowhenua District,16 Fixed Assets,2016,475488
Horowhenua District,17 Investment properties,2016,0
Horowhenua District,18 Other Assets,2016,3914
Horowhenua District,19 Total Assets,2016,522296
Horowhenua District,20 Public Debt,2016,67604
Horowhenua District,21 Non-current,2016,67604
Horowhenua District,22 Current,2016,0
Horowhenua District,23 Other Liabilities,2016,5679
Horowhenua District,24 Total Liabilities,2016,73283
Horowhenua District,25 Equity,2016,449012
Hurunui District,14 Monetary Assets,2007,6994
Hurunui District,16 Fixed Assets,2007,251785
Hurunui District,17 Investment properties,2007,0
Hurunui District,18 Other Assets,2007,2642
Hurunui District,19 Total Assets,2007,261421
Hurunui District,20 Public Debt,2007,5784
Hurunui District,21 Non-current,2007,5784
Hurunui District,22 Current,2007,0
Hurunui District,23 Other Liabilities,2007,3508
Hurunui District,24 Total Liabilities,2007,9292
Hurunui District,25 Equity,2007,252129
Hurunui District,14 Monetary Assets,2008,6794
Hurunui District,16 Fixed Assets,2008,267224
Hurunui District,17 Investment properties,2008,0
Hurunui District,18 Other Assets,2008,2642
Hurunui District,19 Total Assets,2008,276660
Hurunui District,20 Public Debt,2008,12948
Hurunui District,21 Non-current,2008,12948
Hurunui District,22 Current,2008,0
Hurunui District,23 Other Liabilities,2008,3508
Hurunui District,24 Total Liabilities,2008,16456
Hurunui District,25 Equity,2008,260204
Hurunui District,14 Monetary Assets,2009,6879
Hurunui District,16 Fixed Assets,2009,274716
Hurunui District,17 Investment properties,2009,0
Hurunui District,18 Other Assets,2009,2642
Hurunui District,19 Total Assets,2009,284237
Hurunui District,20 Public Debt,2009,13653
Hurunui District,21 Non-current,2009,13653
Hurunui District,22 Current,2009,0
Hurunui District,23 Other Liabilities,2009,3508
Hurunui District,24 Total Liabilities,2009,17161
Hurunui District,25 Equity,2009,267076
Hurunui District,14 Monetary Assets,2010,6979
Hurunui District,16 Fixed Assets,2010,288466
Hurunui District,17 Investment properties,2010,0
Hurunui District,18 Other Assets,2010,2642
Hurunui District,19 Total Assets,2010,298087
Hurunui District,20 Public Debt,2010,13761
Hurunui District,21 Non-current,2010,13761
Hurunui District,22 Current,2010,0
Hurunui District,23 Other Liabilities,2010,3508
Hurunui District,24 Total Liabilities,2010,17269
Hurunui District,25 Equity,2010,280818
Hurunui District,14 Monetary Assets,2011,7059
Hurunui District,16 Fixed Assets,2011,295521
Hurunui District,17 Investment properties,2011,0
Hurunui District,18 Other Assets,2011,2642
Hurunui District,19 Total Assets,2011,305222
Hurunui District,20 Public Debt,2011,14582
Hurunui District,21 Non-current,2011,14582
Hurunui District,22 Current,2011,0
Hurunui District,23 Other Liabilities,2011,3508
Hurunui District,24 Total Liabilities,2011,18090
Hurunui District,25 Equity,2011,287132
Hurunui District,14 Monetary Assets,2012,6673
Hurunui District,16 Fixed Assets,2012,300750
Hurunui District,17 Investment properties,2012,0
Hurunui District,18 Other Assets,2012,2642
Hurunui District,19 Total Assets,2012,310065
Hurunui District,20 Public Debt,2012,12106
Hurunui District,21 Non-current,2012,12106
Hurunui District,22 Current,2012,0
Hurunui District,23 Other Liabilities,2012,3508
Hurunui District,24 Total Liabilities,2012,15614
Hurunui District,25 Equity,2012,294451
Hurunui District,14 Monetary Assets,2013,6790
Hurunui District,16 Fixed Assets,2013,305657
Hurunui District,17 Investment properties,2013,0
Hurunui District,18 Other Assets,2013,2642
Hurunui District,19 Total Assets,2013,315089
Hurunui District,20 Public Debt,2013,10033
Hurunui District,21 Non-current,2013,10033
Hurunui District,22 Current,2013,0
Hurunui District,23 Other Liabilities,2013,3508
Hurunui District,24 Total Liabilities,2013,13541
Hurunui District,25 Equity,2013,301548
Hurunui District,14 Monetary Assets,2014,6911
Hurunui District,16 Fixed Assets,2014,311323
Hurunui District,17 Investment properties,2014,0
Hurunui District,18 Other Assets,2014,2642
Hurunui District,19 Total Assets,2014,320876
Hurunui District,20 Public Debt,2014,8736
Hurunui District,21 Non-current,2014,8736
Hurunui District,22 Current,2014,0
Hurunui District,23 Other Liabilities,2014,3508
Hurunui District,24 Total Liabilities,2014,12244
Hurunui District,25 Equity,2014,308632
Hurunui District,14 Monetary Assets,2015,7032
Hurunui District,16 Fixed Assets,2015,320940
Hurunui District,17 Investment properties,2015,0
Hurunui District,18 Other Assets,2015,2642
Hurunui District,19 Total Assets,2015,330614
Hurunui District,20 Public Debt,2015,6347
Hurunui District,21 Non-current,2015,6347
Hurunui District,22 Current,2015,0
Hurunui District,23 Other Liabilities,2015,3508
Hurunui District,24 Total Liabilities,2015,9855
Hurunui District,25 Equity,2015,320759
Hurunui District,14 Monetary Assets,2016,7158
Hurunui District,16 Fixed Assets,2016,325332
Hurunui District,17 Investment properties,2016,0
Hurunui District,18 Other Assets,2016,2642
Hurunui District,19 Total Assets,2016,335132
Hurunui District,20 Public Debt,2016,3713
Hurunui District,21 Non-current,2016,3713
Hurunui District,22 Current,2016,0
Hurunui District,23 Other Liabilities,2016,3508
Hurunui District,24 Total Liabilities,2016,7221
Hurunui District,25 Equity,2016,327911
Invercargill City,14 Monetary Assets,2007,0
Invercargill City,16 Fixed Assets,2007,475100
Invercargill City,17 Investment properties,2007,4000
Invercargill City,18 Other Assets,2007,69994
Invercargill City,19 Total Assets,2007,549094
Invercargill City,20 Public Debt,2007,51122
Invercargill City,21 Non-current,2007,48932
Invercargill City,22 Current,2007,2190
Invercargill City,23 Other Liabilities,2007,9662
Invercargill City,24 Total Liabilities,2007,60784
Invercargill City,25 Equity,2007,488310
Invercargill City,14 Monetary Assets,2008,0
Invercargill City,16 Fixed Assets,2008,500508
Invercargill City,17 Investment properties,2008,4420
Invercargill City,18 Other Assets,2008,70203
Invercargill City,19 Total Assets,2008,575131
Invercargill City,20 Public Debt,2008,53675
Invercargill City,21 Non-current,2008,51253
Invercargill City,22 Current,2008,2422
Invercargill City,23 Other Liabilities,2008,9265
Invercargill City,24 Total Liabilities,2008,62940
Invercargill City,25 Equity,2008,512191
Invercargill City,14 Monetary Assets,2009,0
Invercargill City,16 Fixed Assets,2009,508005
Invercargill City,17 Investment properties,2009,4283
Invercargill City,18 Other Assets,2009,66854
Invercargill City,19 Total Assets,2009,579142
Invercargill City,20 Public Debt,2009,49605
Invercargill City,21 Non-current,2009,47292
Invercargill City,22 Current,2009,2313
Invercargill City,23 Other Liabilities,2009,10079
Invercargill City,24 Total Liabilities,2009,59684
Invercargill City,25 Equity,2009,519458
Invercargill City,14 Monetary Assets,2010,0
Invercargill City,16 Fixed Assets,2010,510917
Invercargill City,17 Investment properties,2010,4146
Invercargill City,18 Other Assets,2010,68285
Invercargill City,19 Total Assets,2010,583348
Invercargill City,20 Public Debt,2010,50612
Invercargill City,21 Non-current,2010,48047
Invercargill City,22 Current,2010,2565
Invercargill City,23 Other Liabilities,2010,9670
Invercargill City,24 Total Liabilities,2010,60282
Invercargill City,25 Equity,2010,523066
Invercargill City,14 Monetary Assets,2011,0
Invercargill City,16 Fixed Assets,2011,542781
Invercargill City,17 Investment properties,2011,4009
Invercargill City,18 Other Assets,2011,70355
Invercargill City,19 Total Assets,2011,617145
Invercargill City,20 Public Debt,2011,55780
Invercargill City,21 Non-current,2011,52863
Invercargill City,22 Current,2011,2917
Invercargill City,23 Other Liabilities,2011,9263
Invercargill City,24 Total Liabilities,2011,65043
Invercargill City,25 Equity,2011,552102
Invercargill City,14 Monetary Assets,2012,0
Invercargill City,16 Fixed Assets,2012,555127
Invercargill City,17 Investment properties,2012,3872
Invercargill City,18 Other Assets,2012,72408
Invercargill City,19 Total Assets,2012,631407
Invercargill City,20 Public Debt,2012,64644
Invercargill City,21 Non-current,2012,61316
Invercargill City,22 Current,2012,3328
Invercargill City,23 Other Liabilities,2012,10098
Invercargill City,24 Total Liabilities,2012,74742
Invercargill City,25 Equity,2012,556665
Invercargill City,14 Monetary Assets,2013,0
Invercargill City,16 Fixed Assets,2013,560670
Invercargill City,17 Investment properties,2013,3735
Invercargill City,18 Other Assets,2013,75435
Invercargill City,19 Total Assets,2013,639840
Invercargill City,20 Public Debt,2013,68414
Invercargill City,21 Non-current,2013,64852
Invercargill City,22 Current,2013,3562
Invercargill City,23 Other Liabilities,2013,9680
Invercargill City,24 Total Liabilities,2013,78094
Invercargill City,25 Equity,2013,561746
Invercargill City,14 Monetary Assets,2014,0
Invercargill City,16 Fixed Assets,2014,591410
Invercargill City,17 Investment properties,2014,3598
Invercargill City,18 Other Assets,2014,78291
Invercargill City,19 Total Assets,2014,673299
Invercargill City,20 Public Debt,2014,65177
Invercargill City,21 Non-current,2014,61351
Invercargill City,22 Current,2014,3826
Invercargill City,23 Other Liabilities,2014,9262
Invercargill City,24 Total Liabilities,2014,74439
Invercargill City,25 Equity,2014,598860
Invercargill City,14 Monetary Assets,2015,0
Invercargill City,16 Fixed Assets,2015,591761
Invercargill City,17 Investment properties,2015,3461
Invercargill City,18 Other Assets,2015,81416
Invercargill City,19 Total Assets,2015,676638
Invercargill City,20 Public Debt,2015,61481
Invercargill City,21 Non-current,2015,57300
Invercargill City,22 Current,2015,4181
Invercargill City,23 Other Liabilities,2015,10117
Invercargill City,24 Total Liabilities,2015,71598
Invercargill City,25 Equity,2015,605040
Invercargill City,14 Monetary Assets,2016,0
Invercargill City,16 Fixed Assets,2016,595294
Invercargill City,17 Investment properties,2016,3324
Invercargill City,18 Other Assets,2016,85083
Invercargill City,19 Total Assets,2016,683701
Invercargill City,20 Public Debt,2016,64234
Invercargill City,21 Non-current,2016,59733
Invercargill City,22 Current,2016,4501
Invercargill City,23 Other Liabilities,2016,9690
Invercargill City,24 Total Liabilities,2016,73924
Invercargill City,25 Equity,2016,609777
Kaikoura District,14 Monetary Assets,2007,1594
Kaikoura District,16 Fixed Assets,2007,83233
Kaikoura District,17 Investment properties,2007,0
Kaikoura District,18 Other Assets,2007,966
Kaikoura District,19 Total Assets,2007,85793
Kaikoura District,20 Public Debt,2007,4853
Kaikoura District,21 Non-current,2007,3166
Kaikoura District,22 Current,2007,1687
Kaikoura District,23 Other Liabilities,2007,1126
Kaikoura District,24 Total Liabilities,2007,5979
Kaikoura District,25 Equity,2007,79813
Kaikoura District,14 Monetary Assets,2008,2860
Kaikoura District,16 Fixed Assets,2008,85515
Kaikoura District,17 Investment properties,2008,0
Kaikoura District,18 Other Assets,2008,861
Kaikoura District,19 Total Assets,2008,89236
Kaikoura District,20 Public Debt,2008,6945
Kaikoura District,21 Non-current,2008,5446
Kaikoura District,22 Current,2008,1499
Kaikoura District,23 Other Liabilities,2008,1164
Kaikoura District,24 Total Liabilities,2008,8109
Kaikoura District,25 Equity,2008,81127
Kaikoura District,14 Monetary Assets,2009,3595
Kaikoura District,16 Fixed Assets,2009,92241
Kaikoura District,17 Investment properties,2009,0
Kaikoura District,18 Other Assets,2009,1116
Kaikoura District,19 Total Assets,2009,96952
Kaikoura District,20 Public Debt,2009,11532
Kaikoura District,21 Non-current,2009,9534
Kaikoura District,22 Current,2009,1998
Kaikoura District,23 Other Liabilities,2009,1192
Kaikoura District,24 Total Liabilities,2009,12724
Kaikoura District,25 Equity,2009,84228
Kaikoura District,14 Monetary Assets,2010,3932
Kaikoura District,16 Fixed Assets,2010,99910
Kaikoura District,17 Investment properties,2010,0
Kaikoura District,18 Other Assets,2010,1599
Kaikoura District,19 Total Assets,2010,105441
Kaikoura District,20 Public Debt,2010,13144
Kaikoura District,21 Non-current,2010,11696
Kaikoura District,22 Current,2010,1448
Kaikoura District,23 Other Liabilities,2010,1227
Kaikoura District,24 Total Liabilities,2010,14371
Kaikoura District,25 Equity,2010,91069
Kaikoura District,14 Monetary Assets,2011,5468
Kaikoura District,16 Fixed Assets,2011,99488
Kaikoura District,17 Investment properties,2011,0
Kaikoura District,18 Other Assets,2011,979
Kaikoura District,19 Total Assets,2011,105935
Kaikoura District,20 Public Debt,2011,12728
Kaikoura District,21 Non-current,2011,6926
Kaikoura District,22 Current,2011,5802
Kaikoura District,23 Other Liabilities,2011,1248
Kaikoura District,24 Total Liabilities,2011,13976
Kaikoura District,25 Equity,2011,91959
Kaikoura District,14 Monetary Assets,2012,4394
Kaikoura District,16 Fixed Assets,2012,101133
Kaikoura District,17 Investment properties,2012,0
Kaikoura District,18 Other Assets,2012,1085
Kaikoura District,19 Total Assets,2012,106612
Kaikoura District,20 Public Debt,2012,11689
Kaikoura District,21 Non-current,2012,6191
Kaikoura District,22 Current,2012,5498
Kaikoura District,23 Other Liabilities,2012,1266
Kaikoura District,24 Total Liabilities,2012,12955
Kaikoura District,25 Equity,2012,93656
Kaikoura District,14 Monetary Assets,2013,4924
Kaikoura District,16 Fixed Assets,2013,100856
Kaikoura District,17 Investment properties,2013,0
Kaikoura District,18 Other Assets,2013,1022
Kaikoura District,19 Total Assets,2013,106802
Kaikoura District,20 Public Debt,2013,10788
Kaikoura District,21 Non-current,2013,9525
Kaikoura District,22 Current,2013,1263
Kaikoura District,23 Other Liabilities,2013,1278
Kaikoura District,24 Total Liabilities,2013,12066
Kaikoura District,25 Equity,2013,94735
Kaikoura District,14 Monetary Assets,2014,6168
Kaikoura District,16 Fixed Assets,2014,100212
Kaikoura District,17 Investment properties,2014,0
Kaikoura District,18 Other Assets,2014,1024
Kaikoura District,19 Total Assets,2014,107404
Kaikoura District,20 Public Debt,2014,10347
Kaikoura District,21 Non-current,2014,5819
