Council,Financial,Date,Value ($000)
Waikato District,26 Operating Receipts,2008,58309
Waikato District,27 Operating Payments,2008,33146
Waikato District,28 Net Operating Cash Flows,2008,25163
Waikato District,29 Receipts from Investing Activities,2008,442
Waikato District,30 Purchase of Property Plant & Equipment,2008,25037
Waikato District,31 Fixed asset purchases,2008,0
Waikato District,32 Renewals,2008,0
Waikato District,33 Purchase of Other investments,2008,0
Waikato District,34 Net Investing Cash Flows,2008,-24595
Waikato District,35 Cash Receipts from Financing Activities,2008,2687
Waikato District,36 Cash Outgoings from Financing Activities,2008,2409
Waikato District,37 Net Financing Cash Flows,2008,278
Waikato District,26 Operating Receipts,2009,59216
Waikato District,27 Operating Payments,2009,33739
Waikato District,28 Net Operating Cash Flows,2009,25477
Waikato District,29 Receipts from Investing Activities,2009,252
Waikato District,30 Purchase of Property Plant & Equipment,2009,26158
Waikato District,31 Fixed asset purchases,2009,0
Waikato District,32 Renewals,2009,0
Waikato District,33 Purchase of Other investments,2009,0
Waikato District,34 Net Investing Cash Flows,2009,-25906
Waikato District,35 Cash Receipts from Financing Activities,2009,2000
Waikato District,36 Cash Outgoings from Financing Activities,2009,2585
Waikato District,37 Net Financing Cash Flows,2009,-585
Waikato District,26 Operating Receipts,2010,64420
Waikato District,27 Operating Payments,2010,34385
Waikato District,28 Net Operating Cash Flows,2010,30035
Waikato District,29 Receipts from Investing Activities,2010,216
Waikato District,30 Purchase of Property Plant & Equipment,2010,23488
Waikato District,31 Fixed asset purchases,2010,0
Waikato District,32 Renewals,2010,0
Waikato District,33 Purchase of Other investments,2010,0
Waikato District,34 Net Investing Cash Flows,2010,-23272
Waikato District,35 Cash Receipts from Financing Activities,2010,0
Waikato District,36 Cash Outgoings from Financing Activities,2010,2841
Waikato District,37 Net Financing Cash Flows,2010,-2841
Waikato District,26 Operating Receipts,2011,64772
Waikato District,27 Operating Payments,2011,35251
Waikato District,28 Net Operating Cash Flows,2011,29521
Waikato District,29 Receipts from Investing Activities,2011,201
Waikato District,30 Purchase of Property Plant & Equipment,2011,26932
Waikato District,31 Fixed asset purchases,2011,0
Waikato District,32 Renewals,2011,0
Waikato District,33 Purchase of Other investments,2011,0
Waikato District,34 Net Investing Cash Flows,2011,-26731
Waikato District,35 Cash Receipts from Financing Activities,2011,0
Waikato District,36 Cash Outgoings from Financing Activities,2011,2336
Waikato District,37 Net Financing Cash Flows,2011,-2336
Waikato District,26 Operating Receipts,2012,68060
Waikato District,27 Operating Payments,2012,36011
Waikato District,28 Net Operating Cash Flows,2012,32049
Waikato District,29 Receipts from Investing Activities,2012,275
Waikato District,30 Purchase of Property Plant & Equipment,2012,29702
Waikato District,31 Fixed asset purchases,2012,0
Waikato District,32 Renewals,2012,0
Waikato District,33 Purchase of Other investments,2012,0
Waikato District,34 Net Investing Cash Flows,2012,-29427
Waikato District,35 Cash Receipts from Financing Activities,2012,0
Waikato District,36 Cash Outgoings from Financing Activities,2012,2271
Waikato District,37 Net Financing Cash Flows,2012,-2271
Waikato District,26 Operating Receipts,2013,72010
Waikato District,27 Operating Payments,2013,36294
Waikato District,28 Net Operating Cash Flows,2013,35716
Waikato District,29 Receipts from Investing Activities,2013,354
Waikato District,30 Purchase of Property Plant & Equipment,2013,33453
Waikato District,31 Fixed asset purchases,2013,0
Waikato District,32 Renewals,2013,0
Waikato District,33 Purchase of Other investments,2013,0
Waikato District,34 Net Investing Cash Flows,2013,-33099
Waikato District,35 Cash Receipts from Financing Activities,2013,0
Waikato District,36 Cash Outgoings from Financing Activities,2013,1920
Waikato District,37 Net Financing Cash Flows,2013,920
Waikato District,26 Operating Receipts,2014,73182
Waikato District,27 Operating Payments,2014,36962
Waikato District,28 Net Operating Cash Flows,2014,36220
Waikato District,29 Receipts from Investing Activities,2014,170
Waikato District,30 Purchase of Property Plant & Equipment,2014,31460
Waikato District,31 Fixed asset purchases,2014,0
Waikato District,32 Renewals,2014,0
Waikato District,33 Purchase of Other investments,2014,0
Waikato District,34 Net Investing Cash Flows,2014,-31290
Waikato District,35 Cash Receipts from Financing Activities,2014,0
Waikato District,36 Cash Outgoings from Financing Activities,2014,1739
Waikato District,37 Net Financing Cash Flows,2014,739
Waikato District,26 Operating Receipts,2015,75690
Waikato District,27 Operating Payments,2015,37331
Waikato District,28 Net Operating Cash Flows,2015,38359
Waikato District,29 Receipts from Investing Activities,2015,225
Waikato District,30 Purchase of Property Plant & Equipment,2015,32220
Waikato District,31 Fixed asset purchases,2015,0
Waikato District,32 Renewals,2015,0
Waikato District,33 Purchase of Other investments,2015,0
Waikato District,34 Net Investing Cash Flows,2015,-31995
Waikato District,35 Cash Receipts from Financing Activities,2015,0
Waikato District,36 Cash Outgoings from Financing Activities,2015,1526
Waikato District,37 Net Financing Cash Flows,2015,526
Waikato District,26 Operating Receipts,2016,76426
Waikato District,27 Operating Payments,2016,38229
Waikato District,28 Net Operating Cash Flows,2016,38197
Waikato District,29 Receipts from Investing Activities,2016,187
Waikato District,30 Purchase of Property Plant & Equipment,2016,31637
Waikato District,31 Fixed asset purchases,2016,0
Waikato District,32 Renewals,2016,0
Waikato District,33 Purchase of Other investments,2016,0
Waikato District,34 Net Investing Cash Flows,2016,-31450
Waikato District,35 Cash Receipts from Financing Activities,2016,0
Waikato District,36 Cash Outgoings from Financing Activities,2016,1073
Waikato District,37 Net Financing Cash Flows,2016,73
Waikato Region,26 Operating Receipts,2007,81358
Waikato Region,27 Operating Payments,2007,71540
Waikato Region,28 Net Operating Cash Flows,2007,9818
Waikato Region,29 Receipts from Investing Activities,2007,150
Waikato Region,30 Purchase of Property Plant & Equipment,2007,10414
Waikato Region,31 Fixed asset purchases,2007,0
Waikato Region,32 Renewals,2007,0
Waikato Region,33 Purchase of Other investments,2007,99
Waikato Region,34 Net Investing Cash Flows,2007,363
Waikato Region,35 Cash Receipts from Financing Activities,2007,0
Waikato Region,36 Cash Outgoings from Financing Activities,2007,643
Waikato Region,37 Net Financing Cash Flows,2007,-643
Waikato Region,26 Operating Receipts,2008,89894
Waikato Region,27 Operating Payments,2008,78963
Waikato Region,28 Net Operating Cash Flows,2008,10931
Waikato Region,29 Receipts from Investing Activities,2008,150
Waikato Region,30 Purchase of Property Plant & Equipment,2008,19644
Waikato Region,31 Fixed asset purchases,2008,0
Waikato Region,32 Renewals,2008,0
Waikato Region,33 Purchase of Other investments,2008,129
Waikato Region,34 Net Investing Cash Flows,2008,9623
Waikato Region,35 Cash Receipts from Financing Activities,2008,5000
Waikato Region,36 Cash Outgoings from Financing Activities,2008,643
Waikato Region,37 Net Financing Cash Flows,2008,4357
Waikato Region,26 Operating Receipts,2009,95435
Waikato Region,27 Operating Payments,2009,84443
Waikato Region,28 Net Operating Cash Flows,2009,10992
Waikato Region,29 Receipts from Investing Activities,2009,150
Waikato Region,30 Purchase of Property Plant & Equipment,2009,17681
Waikato Region,31 Fixed asset purchases,2009,0
Waikato Region,32 Renewals,2009,0
Waikato Region,33 Purchase of Other investments,2009,131
Waikato Region,34 Net Investing Cash Flows,2009,7662
Waikato Region,35 Cash Receipts from Financing Activities,2009,5000
Waikato Region,36 Cash Outgoings from Financing Activities,2009,0
Waikato Region,37 Net Financing Cash Flows,2009,5000
Waikato Region,26 Operating Receipts,2010,100209
Waikato Region,27 Operating Payments,2010,88336
Waikato Region,28 Net Operating Cash Flows,2010,11873
Waikato Region,29 Receipts from Investing Activities,2010,10230
Waikato Region,30 Purchase of Property Plant & Equipment,2010,9259
Waikato Region,31 Fixed asset purchases,2010,0
Waikato Region,32 Renewals,2010,0
Waikato Region,33 Purchase of Other investments,2010,132
Waikato Region,34 Net Investing Cash Flows,2010,839
Waikato Region,35 Cash Receipts from Financing Activities,2010,0
Waikato Region,36 Cash Outgoings from Financing Activities,2010,10000
Waikato Region,37 Net Financing Cash Flows,2010,0
Waikato Region,26 Operating Receipts,2011,105308
Waikato Region,27 Operating Payments,2011,92843
Waikato Region,28 Net Operating Cash Flows,2011,12465
Waikato Region,29 Receipts from Investing Activities,2011,230
Waikato Region,30 Purchase of Property Plant & Equipment,2011,9462
Waikato Region,31 Fixed asset purchases,2011,0
Waikato Region,32 Renewals,2011,0
Waikato Region,33 Purchase of Other investments,2011,134
Waikato Region,34 Net Investing Cash Flows,2011,-9366
Waikato Region,35 Cash Receipts from Financing Activities,2011,0
Waikato Region,36 Cash Outgoings from Financing Activities,2011,0
Waikato Region,37 Net Financing Cash Flows,2011,0
Waikato Region,26 Operating Receipts,2012,108244
Waikato Region,27 Operating Payments,2012,95531
Waikato Region,28 Net Operating Cash Flows,2012,12713
Waikato Region,29 Receipts from Investing Activities,2012,230
Waikato Region,30 Purchase of Property Plant & Equipment,2012,9686
Waikato Region,31 Fixed asset purchases,2012,0
Waikato Region,32 Renewals,2012,0
Waikato Region,33 Purchase of Other investments,2012,135
Waikato Region,34 Net Investing Cash Flows,2012,-9591
Waikato Region,35 Cash Receipts from Financing Activities,2012,0
Waikato Region,36 Cash Outgoings from Financing Activities,2012,0
Waikato Region,37 Net Financing Cash Flows,2012,0
Waikato Region,26 Operating Receipts,2013,111662
Waikato Region,27 Operating Payments,2013,98976
Waikato Region,28 Net Operating Cash Flows,2013,12686
Waikato Region,29 Receipts from Investing Activities,2013,230
Waikato Region,30 Purchase of Property Plant & Equipment,2013,9903
Waikato Region,31 Fixed asset purchases,2013,0
Waikato Region,32 Renewals,2013,0
Waikato Region,33 Purchase of Other investments,2013,136
Waikato Region,34 Net Investing Cash Flows,2013,-9809
Waikato Region,35 Cash Receipts from Financing Activities,2013,0
Waikato Region,36 Cash Outgoings from Financing Activities,2013,0
Waikato Region,37 Net Financing Cash Flows,2013,0
Waikato Region,26 Operating Receipts,2014,113744
Waikato Region,27 Operating Payments,2014,100490
Waikato Region,28 Net Operating Cash Flows,2014,13254
Waikato Region,29 Receipts from Investing Activities,2014,230
Waikato Region,30 Purchase of Property Plant & Equipment,2014,10086
Waikato Region,31 Fixed asset purchases,2014,0
Waikato Region,32 Renewals,2014,0
Waikato Region,33 Purchase of Other investments,2014,1138
Waikato Region,34 Net Investing Cash Flows,2014,994
Waikato Region,35 Cash Receipts from Financing Activities,2014,0
Waikato Region,36 Cash Outgoings from Financing Activities,2014,0
Waikato Region,37 Net Financing Cash Flows,2014,0
Waikato Region,26 Operating Receipts,2015,117111
Waikato Region,27 Operating Payments,2015,103448
Waikato Region,28 Net Operating Cash Flows,2015,13663
Waikato Region,29 Receipts from Investing Activities,2015,230
Waikato Region,30 Purchase of Property Plant & Equipment,2015,10121
Waikato Region,31 Fixed asset purchases,2015,0
Waikato Region,32 Renewals,2015,0
Waikato Region,33 Purchase of Other investments,2015,1190
Waikato Region,34 Net Investing Cash Flows,2015,1081
Waikato Region,35 Cash Receipts from Financing Activities,2015,0
Waikato Region,36 Cash Outgoings from Financing Activities,2015,0
Waikato Region,37 Net Financing Cash Flows,2015,0
Waikato Region,26 Operating Receipts,2016,121245
Waikato Region,27 Operating Payments,2016,107380
Waikato Region,28 Net Operating Cash Flows,2016,13865
Waikato Region,29 Receipts from Investing Activities,2016,230
Waikato Region,30 Purchase of Property Plant & Equipment,2016,10436
Waikato Region,31 Fixed asset purchases,2016,0
Waikato Region,32 Renewals,2016,0
Waikato Region,33 Purchase of Other investments,2016,1214
Waikato Region,34 Net Investing Cash Flows,2016,1420
Waikato Region,35 Cash Receipts from Financing Activities,2016,0
Waikato Region,36 Cash Outgoings from Financing Activities,2016,0
Waikato Region,37 Net Financing Cash Flows,2016,0
Waimakariri District,26 Operating Receipts,2007,49471
Waimakariri District,27 Operating Payments,2007,33326
Waimakariri District,28 Net Operating Cash Flows,2007,16145
Waimakariri District,29 Receipts from Investing Activities,2007,0
Waimakariri District,30 Purchase of Property Plant & Equipment,2007,36250
Waimakariri District,31 Fixed asset purchases,2007,26285
Waimakariri District,32 Renewals,2007,9965
Waimakariri District,33 Purchase of Other investments,2007,0
Waimakariri District,34 Net Investing Cash Flows,2007,-36250
Waimakariri District,35 Cash Receipts from Financing Activities,2007,27708
Waimakariri District,36 Cash Outgoings from Financing Activities,2007,1277
Waimakariri District,37 Net Financing Cash Flows,2007,26431
Waimakariri District,26 Operating Receipts,2008,51574
Waimakariri District,27 Operating Payments,2008,35408
Waimakariri District,28 Net Operating Cash Flows,2008,16166
Waimakariri District,29 Receipts from Investing Activities,2008,0
Waimakariri District,30 Purchase of Property Plant & Equipment,2008,36402
Waimakariri District,31 Fixed asset purchases,2008,29452
Waimakariri District,32 Renewals,2008,6950
Waimakariri District,33 Purchase of Other investments,2008,0
Waimakariri District,34 Net Investing Cash Flows,2008,-36402
Waimakariri District,35 Cash Receipts from Financing Activities,2008,23209
Waimakariri District,36 Cash Outgoings from Financing Activities,2008,2920
Waimakariri District,37 Net Financing Cash Flows,2008,20289
Waimakariri District,26 Operating Receipts,2009,57574
Waimakariri District,27 Operating Payments,2009,39988
Waimakariri District,28 Net Operating Cash Flows,2009,17586
Waimakariri District,29 Receipts from Investing Activities,2009,0
Waimakariri District,30 Purchase of Property Plant & Equipment,2009,29832
Waimakariri District,31 Fixed asset purchases,2009,23089
Waimakariri District,32 Renewals,2009,6743
Waimakariri District,33 Purchase of Other investments,2009,0
Waimakariri District,34 Net Investing Cash Flows,2009,-29832
Waimakariri District,35 Cash Receipts from Financing Activities,2009,15826
Waimakariri District,36 Cash Outgoings from Financing Activities,2009,3507
Waimakariri District,37 Net Financing Cash Flows,2009,12319
Waimakariri District,26 Operating Receipts,2010,58403
Waimakariri District,27 Operating Payments,2010,40813
Waimakariri District,28 Net Operating Cash Flows,2010,17590
Waimakariri District,29 Receipts from Investing Activities,2010,0
Waimakariri District,30 Purchase of Property Plant & Equipment,2010,18871
Waimakariri District,31 Fixed asset purchases,2010,12144
Waimakariri District,32 Renewals,2010,6727
Waimakariri District,33 Purchase of Other investments,2010,0
Waimakariri District,34 Net Investing Cash Flows,2010,8871
Waimakariri District,35 Cash Receipts from Financing Activities,2010,5628
Waimakariri District,36 Cash Outgoings from Financing Activities,2010,4718
Waimakariri District,37 Net Financing Cash Flows,2010,910
Waimakariri District,26 Operating Receipts,2011,59172
Waimakariri District,27 Operating Payments,2011,41605
Waimakariri District,28 Net Operating Cash Flows,2011,17567
Waimakariri District,29 Receipts from Investing Activities,2011,0
Waimakariri District,30 Purchase of Property Plant & Equipment,2011,18033
Waimakariri District,31 Fixed asset purchases,2011,10865
Waimakariri District,32 Renewals,2011,7168
Waimakariri District,33 Purchase of Other investments,2011,0
Waimakariri District,34 Net Investing Cash Flows,2011,8033
Waimakariri District,35 Cash Receipts from Financing Activities,2011,4550
Waimakariri District,36 Cash Outgoings from Financing Activities,2011,3753
Waimakariri District,37 Net Financing Cash Flows,2011,797
Waimakariri District,26 Operating Receipts,2012,62062
Waimakariri District,27 Operating Payments,2012,42616
Waimakariri District,28 Net Operating Cash Flows,2012,19446
Waimakariri District,29 Receipts from Investing Activities,2012,0
Waimakariri District,30 Purchase of Property Plant & Equipment,2012,18588
Waimakariri District,31 Fixed asset purchases,2012,10451
Waimakariri District,32 Renewals,2012,8137
Waimakariri District,33 Purchase of Other investments,2012,0
Waimakariri District,34 Net Investing Cash Flows,2012,8588
Waimakariri District,35 Cash Receipts from Financing Activities,2012,3167
Waimakariri District,36 Cash Outgoings from Financing Activities,2012,4341
Waimakariri District,37 Net Financing Cash Flows,2012,174
Waimakariri District,26 Operating Receipts,2013,62046
Waimakariri District,27 Operating Payments,2013,43475
Waimakariri District,28 Net Operating Cash Flows,2013,18571
Waimakariri District,29 Receipts from Investing Activities,2013,0
Waimakariri District,30 Purchase of Property Plant & Equipment,2013,16782
Waimakariri District,31 Fixed asset purchases,2013,8288
Waimakariri District,32 Renewals,2013,8494
Waimakariri District,33 Purchase of Other investments,2013,0
Waimakariri District,34 Net Investing Cash Flows,2013,6782
Waimakariri District,35 Cash Receipts from Financing Activities,2013,2802
Waimakariri District,36 Cash Outgoings from Financing Activities,2013,4067
Waimakariri District,37 Net Financing Cash Flows,2013,265
Waimakariri District,26 Operating Receipts,2014,62235
Waimakariri District,27 Operating Payments,2014,44144
Waimakariri District,28 Net Operating Cash Flows,2014,18091
Waimakariri District,29 Receipts from Investing Activities,2014,0
Waimakariri District,30 Purchase of Property Plant & Equipment,2014,16080
Waimakariri District,31 Fixed asset purchases,2014,7267
Waimakariri District,32 Renewals,2014,8813
Waimakariri District,33 Purchase of Other investments,2014,0
Waimakariri District,34 Net Investing Cash Flows,2014,6080
Waimakariri District,35 Cash Receipts from Financing Activities,2014,2525
Waimakariri District,36 Cash Outgoings from Financing Activities,2014,4861
Waimakariri District,37 Net Financing Cash Flows,2014,-2336
Waimakariri District,26 Operating Receipts,2015,64447
Waimakariri District,27 Operating Payments,2015,45245
Waimakariri District,28 Net Operating Cash Flows,2015,19202
Waimakariri District,29 Receipts from Investing Activities,2015,0
Waimakariri District,30 Purchase of Property Plant & Equipment,2015,18148
Waimakariri District,31 Fixed asset purchases,2015,9822
Waimakariri District,32 Renewals,2015,8326
Waimakariri District,33 Purchase of Other investments,2015,0
Waimakariri District,34 Net Investing Cash Flows,2015,8148
Waimakariri District,35 Cash Receipts from Financing Activities,2015,4486
Waimakariri District,36 Cash Outgoings from Financing Activities,2015,5310
Waimakariri District,37 Net Financing Cash Flows,2015,-824
Waimakariri District,26 Operating Receipts,2016,65156
Waimakariri District,27 Operating Payments,2016,46160
Waimakariri District,28 Net Operating Cash Flows,2016,18996
Waimakariri District,29 Receipts from Investing Activities,2016,0
Waimakariri District,30 Purchase of Property Plant & Equipment,2016,17703
Waimakariri District,31 Fixed asset purchases,2016,8976
Waimakariri District,32 Renewals,2016,8727
Waimakariri District,33 Purchase of Other investments,2016,0
Waimakariri District,34 Net Investing Cash Flows,2016,7703
Waimakariri District,35 Cash Receipts from Financing Activities,2016,2108
Waimakariri District,36 Cash Outgoings from Financing Activities,2016,4212
Waimakariri District,37 Net Financing Cash Flows,2016,-2104
Waimate District,26 Operating Receipts,2007,8923
Waimate District,27 Operating Payments,2007,6561
Waimate District,28 Net Operating Cash Flows,2007,2362
Waimate District,29 Receipts from Investing Activities,2007,94
Waimate District,30 Purchase of Property Plant & Equipment,2007,3721
Waimate District,31 Fixed asset purchases,2007,0
Waimate District,32 Renewals,2007,0
Waimate District,33 Purchase of Other investments,2007,0
Waimate District,34 Net Investing Cash Flows,2007,-3627
Waimate District,35 Cash Receipts from Financing Activities,2007,2529
Waimate District,36 Cash Outgoings from Financing Activities,2007,0
Waimate District,37 Net Financing Cash Flows,2007,2529
Waimate District,26 Operating Receipts,2008,9457
Waimate District,27 Operating Payments,2008,7558
Waimate District,28 Net Operating Cash Flows,2008,1899
Waimate District,29 Receipts from Investing Activities,2008,271
Waimate District,30 Purchase of Property Plant & Equipment,2008,2771
Waimate District,31 Fixed asset purchases,2008,0
Waimate District,32 Renewals,2008,0
Waimate District,33 Purchase of Other investments,2008,32
Waimate District,34 Net Investing Cash Flows,2008,-2532
Waimate District,35 Cash Receipts from Financing Activities,2008,600
Waimate District,36 Cash Outgoings from Financing Activities,2008,0
Waimate District,37 Net Financing Cash Flows,2008,600
Waimate District,26 Operating Receipts,2009,9756
Waimate District,27 Operating Payments,2009,7781
Waimate District,28 Net Operating Cash Flows,2009,1975
Waimate District,29 Receipts from Investing Activities,2009,162
Waimate District,30 Purchase of Property Plant & Equipment,2009,2766
Waimate District,31 Fixed asset purchases,2009,0
Waimate District,32 Renewals,2009,0
Waimate District,33 Purchase of Other investments,2009,110
Waimate District,34 Net Investing Cash Flows,2009,-2714
Waimate District,35 Cash Receipts from Financing Activities,2009,661
Waimate District,36 Cash Outgoings from Financing Activities,2009,0
Waimate District,37 Net Financing Cash Flows,2009,661
Waimate District,26 Operating Receipts,2010,10059
Waimate District,27 Operating Payments,2010,7901
Waimate District,28 Net Operating Cash Flows,2010,2158
Waimate District,29 Receipts from Investing Activities,2010,981
Waimate District,30 Purchase of Property Plant & Equipment,2010,3132
Waimate District,31 Fixed asset purchases,2010,0
Waimate District,32 Renewals,2010,0
Waimate District,33 Purchase of Other investments,2010,102
Waimate District,34 Net Investing Cash Flows,2010,-2253
Waimate District,35 Cash Receipts from Financing Activities,2010,103
Waimate District,36 Cash Outgoings from Financing Activities,2010,0
Waimate District,37 Net Financing Cash Flows,2010,103
Waimate District,26 Operating Receipts,2011,10260
Waimate District,27 Operating Payments,2011,8364
Waimate District,28 Net Operating Cash Flows,2011,1896
Waimate District,29 Receipts from Investing Activities,2011,1044
Waimate District,30 Purchase of Property Plant & Equipment,2011,3062
Waimate District,31 Fixed asset purchases,2011,0
Waimate District,32 Renewals,2011,0
Waimate District,33 Purchase of Other investments,2011,97
Waimate District,34 Net Investing Cash Flows,2011,-2115
Waimate District,35 Cash Receipts from Financing Activities,2011,224
Waimate District,36 Cash Outgoings from Financing Activities,2011,0
Waimate District,37 Net Financing Cash Flows,2011,224
Waimate District,26 Operating Receipts,2012,10642
Waimate District,27 Operating Payments,2012,8405
Waimate District,28 Net Operating Cash Flows,2012,2237
Waimate District,29 Receipts from Investing Activities,2012,561
Waimate District,30 Purchase of Property Plant & Equipment,2012,2671
Waimate District,31 Fixed asset purchases,2012,0
Waimate District,32 Renewals,2012,0
Waimate District,33 Purchase of Other investments,2012,175
Waimate District,34 Net Investing Cash Flows,2012,-2285
Waimate District,35 Cash Receipts from Financing Activities,2012,0
Waimate District,36 Cash Outgoings from Financing Activities,2012,35
Waimate District,37 Net Financing Cash Flows,2012,-35
Waimate District,26 Operating Receipts,2013,10902
Waimate District,27 Operating Payments,2013,8578
Waimate District,28 Net Operating Cash Flows,2013,2324
Waimate District,29 Receipts from Investing Activities,2013,890
Waimate District,30 Purchase of Property Plant & Equipment,2013,2887
Waimate District,31 Fixed asset purchases,2013,0
Waimate District,32 Renewals,2013,0
Waimate District,33 Purchase of Other investments,2013,122
Waimate District,34 Net Investing Cash Flows,2013,-2119
Waimate District,35 Cash Receipts from Financing Activities,2013,0
Waimate District,36 Cash Outgoings from Financing Activities,2013,152
Waimate District,37 Net Financing Cash Flows,2013,52
Waimate District,26 Operating Receipts,2014,11017
Waimate District,27 Operating Payments,2014,8927
Waimate District,28 Net Operating Cash Flows,2014,2090
Waimate District,29 Receipts from Investing Activities,2014,436
Waimate District,30 Purchase of Property Plant & Equipment,2014,2899
Waimate District,31 Fixed asset purchases,2014,0
Waimate District,32 Renewals,2014,0
Waimate District,33 Purchase of Other investments,2014,123
Waimate District,34 Net Investing Cash Flows,2014,-2586
Waimate District,35 Cash Receipts from Financing Activities,2014,495
Waimate District,36 Cash Outgoings from Financing Activities,2014,0
Waimate District,37 Net Financing Cash Flows,2014,495
Waimate District,26 Operating Receipts,2015,11276
Waimate District,27 Operating Payments,2015,8829
Waimate District,28 Net Operating Cash Flows,2015,2447
Waimate District,29 Receipts from Investing Activities,2015,631
Waimate District,30 Purchase of Property Plant & Equipment,2015,2766
Waimate District,31 Fixed asset purchases,2015,0
Waimate District,32 Renewals,2015,0
Waimate District,33 Purchase of Other investments,2015,87
Waimate District,34 Net Investing Cash Flows,2015,-2222
Waimate District,35 Cash Receipts from Financing Activities,2015,0
Waimate District,36 Cash Outgoings from Financing Activities,2015,189
Waimate District,37 Net Financing Cash Flows,2015,89
Waimate District,26 Operating Receipts,2016,11448
Waimate District,27 Operating Payments,2016,8985
Waimate District,28 Net Operating Cash Flows,2016,2463
Waimate District,29 Receipts from Investing Activities,2016,619
Waimate District,30 Purchase of Property Plant & Equipment,2016,2935
Waimate District,31 Fixed asset purchases,2016,0
Waimate District,32 Renewals,2016,0
Waimate District,33 Purchase of Other investments,2016,85
Waimate District,34 Net Investing Cash Flows,2016,-2401
Waimate District,35 Cash Receipts from Financing Activities,2016,0
Waimate District,36 Cash Outgoings from Financing Activities,2016,60
Waimate District,37 Net Financing Cash Flows,2016,-60
Waipa District,26 Operating Receipts,2007,45725
Waipa District,27 Operating Payments,2007,30020
Waipa District,28 Net Operating Cash Flows,2007,15705
Waipa District,29 Receipts from Investing Activities,2007,0
Waipa District,30 Purchase of Property Plant & Equipment,2007,20474
Waipa District,31 Fixed asset purchases,2007,0
Waipa District,32 Renewals,2007,0
Waipa District,33 Purchase of Other investments,2007,667
Waipa District,34 Net Investing Cash Flows,2007,-21141
Waipa District,35 Cash Receipts from Financing Activities,2007,9463
Waipa District,36 Cash Outgoings from Financing Activities,2007,4177
Waipa District,37 Net Financing Cash Flows,2007,5286
Waipa District,26 Operating Receipts,2008,49392
Waipa District,27 Operating Payments,2008,30971
Waipa District,28 Net Operating Cash Flows,2008,18421
Waipa District,29 Receipts from Investing Activities,2008,611
Waipa District,30 Purchase of Property Plant & Equipment,2008,23865
Waipa District,31 Fixed asset purchases,2008,0
Waipa District,32 Renewals,2008,0
Waipa District,33 Purchase of Other investments,2008,181
Waipa District,34 Net Investing Cash Flows,2008,-22073
Waipa District,35 Cash Receipts from Financing Activities,2008,8102
Waipa District,36 Cash Outgoings from Financing Activities,2008,4438
Waipa District,37 Net Financing Cash Flows,2008,3664
Waipa District,26 Operating Receipts,2009,50697
Waipa District,27 Operating Payments,2009,31413
Waipa District,28 Net Operating Cash Flows,2009,19284
Waipa District,29 Receipts from Investing Activities,2009,0
Waipa District,30 Purchase of Property Plant & Equipment,2009,16839
Waipa District,31 Fixed asset purchases,2009,0
Waipa District,32 Renewals,2009,0
Waipa District,33 Purchase of Other investments,2009,3221
Waipa District,34 Net Investing Cash Flows,2009,-20060
Waipa District,35 Cash Receipts from Financing Activities,2009,2500
Waipa District,36 Cash Outgoings from Financing Activities,2009,1610
Waipa District,37 Net Financing Cash Flows,2009,890
Waipa District,26 Operating Receipts,2010,57352
Waipa District,27 Operating Payments,2010,32575
Waipa District,28 Net Operating Cash Flows,2010,24777
Waipa District,29 Receipts from Investing Activities,2010,0
Waipa District,30 Purchase of Property Plant & Equipment,2010,24207
Waipa District,31 Fixed asset purchases,2010,0
Waipa District,32 Renewals,2010,0
Waipa District,33 Purchase of Other investments,2010,601
Waipa District,34 Net Investing Cash Flows,2010,-24808
Waipa District,35 Cash Receipts from Financing Activities,2010,5473
Waipa District,36 Cash Outgoings from Financing Activities,2010,5463
Waipa District,37 Net Financing Cash Flows,2010,10
Waipa District,26 Operating Receipts,2011,55055
Waipa District,27 Operating Payments,2011,33560
Waipa District,28 Net Operating Cash Flows,2011,21495
Waipa District,29 Receipts from Investing Activities,2011,0
Waipa District,30 Purchase of Property Plant & Equipment,2011,19970
Waipa District,31 Fixed asset purchases,2011,0
Waipa District,32 Renewals,2011,0
Waipa District,33 Purchase of Other investments,2011,1195
Waipa District,34 Net Investing Cash Flows,2011,-21165
Waipa District,35 Cash Receipts from Financing Activities,2011,4800
Waipa District,36 Cash Outgoings from Financing Activities,2011,5102
Waipa District,37 Net Financing Cash Flows,2011,-302
Waipa District,26 Operating Receipts,2012,55674
Waipa District,27 Operating Payments,2012,35193
Waipa District,28 Net Operating Cash Flows,2012,20481
Waipa District,29 Receipts from Investing Activities,2012,0
Waipa District,30 Purchase of Property Plant & Equipment,2012,29933
Waipa District,31 Fixed asset purchases,2012,0
Waipa District,32 Renewals,2012,0
Waipa District,33 Purchase of Other investments,2012,-3017
Waipa District,34 Net Investing Cash Flows,2012,-26916
Waipa District,35 Cash Receipts from Financing Activities,2012,12742
Waipa District,36 Cash Outgoings from Financing Activities,2012,6500
Waipa District,37 Net Financing Cash Flows,2012,6242
Waipa District,26 Operating Receipts,2013,58479
Waipa District,27 Operating Payments,2013,32808
Waipa District,28 Net Operating Cash Flows,2013,25671
Waipa District,29 Receipts from Investing Activities,2013,0
Waipa District,30 Purchase of Property Plant & Equipment,2013,16521
Waipa District,31 Fixed asset purchases,2013,0
Waipa District,32 Renewals,2013,0
